Date,DFF,SOFR,SONIA,T10Y2Y
2018-08-08,1.91,1.88,0.7028,0.28
2018-08-09,1.91,1.91,0.7019,0.29
2018-08-10,1.91,1.9,0.7035,0.26
2018-08-11,1.91,1.9,0.7035,0.26
2018-08-12,1.91,1.9,0.7035,0.26
2018-08-13,1.91,1.91,0.7037,0.27
2018-08-14,1.91,1.93,0.7021,0.26
2018-08-15,1.91,1.98,0.7018,0.25
2018-08-16,1.92,1.99,0.7024,0.24
2018-08-17,1.92,1.9,0.703,0.26
2018-08-18,1.92,1.9,0.703,0.26
2018-08-19,1.92,1.9,0.703,0.26
2018-08-20,1.92,1.9,0.7039,0.22
2018-08-21,1.92,1.9,0.7037,0.24
2018-08-22,1.92,1.9,0.7028,0.22
2018-08-23,1.92,1.94,0.7035,0.21
2018-08-24,1.92,1.95,0.7036,0.19
2018-08-25,1.92,1.95,0.7036,0.19
2018-08-26,1.92,1.95,0.7036,0.19
2018-08-27,1.92,1.95,0.7036,0.18
2018-08-28,1.92,1.95,0.7032,0.21
2018-08-29,1.92,1.93,0.7048,0.22
2018-08-30,1.92,1.93,0.7058,0.22
2018-08-31,1.91,1.97,0.7042,0.24
2018-09-01,1.91,1.97,0.7042,0.24
2018-09-02,1.91,1.97,0.7042,0.24
2018-09-03,1.91,1.97,0.702,0.24
2018-09-04,1.92,1.95,0.7046,0.24
2018-09-05,1.92,1.95,0.7022,0.24
2018-09-06,1.92,1.94,0.7032,0.24
2018-09-07,1.92,1.94,0.7028,0.23
2018-09-08,1.92,1.94,0.7028,0.23
2018-09-09,1.92,1.94,0.7028,0.23
2018-09-10,1.92,1.94,0.7016,0.21
2018-09-11,1.92,1.94,0.7003,0.22
2018-09-12,1.92,1.94,0.7025,0.23
2018-09-13,1.92,1.94,0.7024,0.21
2018-09-14,1.92,1.95,0.7016,0.21
2018-09-15,1.92,1.95,0.7016,0.21
2018-09-16,1.92,1.95,0.7016,0.21
2018-09-17,1.92,2.0,0.7013,0.21
2018-09-18,1.92,1.94,0.7015,0.24
2018-09-19,1.92,1.92,0.7005,0.27
2018-09-20,1.92,1.92,0.6999,0.26
2018-09-21,1.92,1.92,0.7003,0.26
2018-09-22,1.92,1.92,0.7003,0.26
2018-09-23,1.92,1.92,0.7003,0.26
2018-09-24,1.93,1.95,0.701,0.25
2018-09-25,1.93,1.93,0.6995,0.27
2018-09-26,1.93,1.92,0.699,0.23
2018-09-27,2.18,2.16,0.7015,0.23
2018-09-28,2.18,2.25,0.6964,0.24
2018-09-29,2.18,2.25,0.6964,0.24
2018-09-30,2.18,2.25,0.6964,0.24
2018-10-01,2.18,2.22,0.7021,0.27
2018-10-02,2.18,2.2,0.7026,0.23
2018-10-03,2.18,2.2,0.7015,0.3
2018-10-04,2.18,2.18,0.7023,0.32
2018-10-05,2.18,2.16,0.701,0.35
2018-10-06,2.18,2.16,0.701,0.35
2018-10-07,2.18,2.16,0.701,0.35
2018-10-08,2.18,2.16,0.7021,0.35
2018-10-09,2.18,2.15,0.7019,0.33
2018-10-10,2.18,2.15,0.6997,0.34
2018-10-11,2.18,2.17,0.6999,0.29
2018-10-12,2.18,2.18,0.7012,0.3
2018-10-13,2.18,2.18,0.7012,0.3
2018-10-14,2.18,2.18,0.7012,0.3
2018-10-15,2.18,2.21,0.701,0.31
2018-10-16,2.18,2.18,0.7012,0.29
2018-10-17,2.19,2.18,0.7016,0.3
2018-10-18,2.19,2.19,0.7017,0.3
2018-10-19,2.19,2.19,0.6999,0.28
2018-10-20,2.19,2.19,0.6999,0.28
2018-10-21,2.19,2.19,0.6999,0.28
2018-10-22,2.19,2.18,0.699,0.28
2018-10-23,2.2,2.17,0.7004,0.28
2018-10-24,2.2,2.18,0.7023,0.26
2018-10-25,2.2,2.19,0.6988,0.28
2018-10-26,2.2,2.19,0.7021,0.27
2018-10-27,2.2,2.19,0.7021,0.27
2018-10-28,2.2,2.19,0.7021,0.27
2018-10-29,2.2,2.18,0.7011,0.27
2018-10-30,2.2,2.18,0.7013,0.28
2018-10-31,2.2,2.22,0.7002,0.28
2018-11-01,2.2,2.22,0.7006,0.3
2018-11-02,2.19,2.25,0.7005,0.31
2018-11-03,2.19,2.25,0.7005,0.31
2018-11-04,2.19,2.25,0.7005,0.31
2018-11-05,2.2,2.24,0.7009,0.29
2018-11-06,2.2,2.22,0.7017,0.29
2018-11-07,2.2,2.18,0.7031,0.26
2018-11-08,2.2,2.21,0.7023,0.26
2018-11-09,2.19,2.2,0.7028,0.25
2018-11-10,2.19,2.2,0.7028,0.25
2018-11-11,2.19,2.2,0.7028,0.25
2018-11-12,2.19,2.2,0.7023,0.25
2018-11-13,2.2,2.2,0.7025,0.25
2018-11-14,2.2,2.2,0.7013,0.26
2018-11-15,2.2,2.28,0.7019,0.25
2018-11-16,2.2,2.26,0.7007,0.27
2018-11-17,2.2,2.26,0.7007,0.27
2018-11-18,2.2,2.26,0.7007,0.27
2018-11-19,2.2,2.24,0.7006,0.27
2018-11-20,2.2,2.2,0.7013,0.27
2018-11-21,2.2,2.18,0.7028,0.25
2018-11-22,2.2,2.18,0.7031,0.25
2018-11-23,2.2,2.23,0.7032,0.24
2018-11-24,2.2,2.23,0.7032,0.24
2018-11-25,2.2,2.23,0.7032,0.24
2018-11-26,2.2,2.2,0.701,0.23
2018-11-27,2.2,2.19,0.7018,0.23
2018-11-28,2.2,2.19,0.701,0.25
2018-11-29,2.2,2.24,0.7017,0.22
2018-11-30,2.2,2.28,0.7002,0.21
2018-12-01,2.2,2.28,0.7002,0.21
2018-12-02,2.2,2.28,0.7002,0.21
2018-12-03,2.19,2.23,0.7019,0.15
2018-12-04,2.2,2.27,0.7014,0.11
2018-12-05,2.2,2.27,0.701,0.11
2018-12-06,2.2,2.34,0.7021,0.12
2018-12-07,2.19,2.3,0.702,0.13
2018-12-08,2.19,2.3,0.702,0.13
2018-12-09,2.19,2.3,0.702,0.13
2018-12-10,2.2,2.22,0.7028,0.13
2018-12-11,2.19,2.19,0.7027,0.11
2018-12-12,2.19,2.2,0.7017,0.14
2018-12-13,2.19,2.21,0.701,0.16
2018-12-14,2.19,2.21,0.7028,0.16
2018-12-15,2.19,2.21,0.7028,0.16
2018-12-16,2.19,2.21,0.7028,0.16
2018-12-17,2.2,2.31,0.7003,0.16
2018-12-18,2.2,2.32,0.7019,0.17
2018-12-19,2.2,2.3,0.7039,0.14
2018-12-20,2.4,2.41,0.7032,0.12
2018-12-21,2.4,2.4,0.7054,0.16
2018-12-22,2.4,2.4,0.7054,0.16
2018-12-23,2.4,2.4,0.7054,0.16
2018-12-24,2.4,2.41,0.7051,0.19
2018-12-25,2.4,2.41,0.7051,0.19
2018-12-26,2.4,2.44,0.7051,0.2
2018-12-27,2.4,2.44,0.706,0.21
2018-12-28,2.4,2.46,0.7047,0.2
2018-12-29,2.4,2.46,0.7047,0.2
2018-12-30,2.4,2.46,0.7047,0.2
2018-12-31,2.4,3.0,0.6998,0.21
2019-01-01,2.4,3.0,0.6998,0.21
2019-01-02,2.4,3.15,0.7044,0.16
2019-01-03,2.4,2.7,0.7048,0.17
2019-01-04,2.4,2.45,0.7046,0.17
2019-01-05,2.4,2.45,0.7046,0.17
2019-01-06,2.4,2.45,0.7046,0.17
2019-01-07,2.4,2.41,0.7052,0.17
2019-01-08,2.4,2.42,0.7052,0.15
2019-01-09,2.4,2.45,0.7063,0.18
2019-01-10,2.4,2.43,0.7067,0.18
2019-01-11,2.4,2.41,0.7072,0.16
2019-01-12,2.4,2.41,0.7072,0.16
2019-01-13,2.4,2.41,0.7072,0.16
2019-01-14,2.4,2.4,0.7067,0.18
2019-01-15,2.4,2.46,0.7057,0.19
2019-01-16,2.4,2.43,0.7059,0.18
2019-01-17,2.4,2.41,0.7055,0.19
2019-01-18,2.4,2.42,0.7059,0.17
2019-01-19,2.4,2.42,0.7059,0.17
2019-01-20,2.4,2.42,0.7059,0.17
2019-01-21,2.4,2.42,0.7055,0.17
2019-01-22,2.4,2.41,0.7047,0.16
2019-01-23,2.4,2.4,0.7053,0.18
2019-01-24,2.4,2.41,0.7057,0.16
2019-01-25,2.4,2.4,0.7045,0.16
2019-01-26,2.4,2.4,0.7045,0.16
2019-01-27,2.4,2.4,0.7045,0.16
2019-01-28,2.4,2.39,0.7054,0.15
2019-01-29,2.4,2.4,0.7036,0.16
2019-01-30,2.4,2.39,0.7034,0.18
2019-01-31,2.4,2.58,0.7034,0.18
2019-02-01,2.4,2.47,0.7025,0.18
2019-02-02,2.4,2.47,0.7025,0.18
2019-02-03,2.4,2.47,0.7025,0.18
2019-02-04,2.4,2.4,0.7051,0.2
2019-02-05,2.4,2.4,0.7048,0.18
2019-02-06,2.4,2.38,0.7066,0.18
2019-02-07,2.4,2.38,0.7065,0.17
2019-02-08,2.4,2.37,0.7056,0.18
2019-02-09,2.4,2.37,0.7056,0.18
2019-02-10,2.4,2.37,0.7056,0.18
2019-02-11,2.4,2.4,0.7059,0.17
2019-02-12,2.4,2.39,0.705,0.18
2019-02-13,2.4,2.38,0.7069,0.18
2019-02-14,2.4,2.39,0.7063,0.16
2019-02-15,2.4,2.43,0.7061,0.14
2019-02-16,2.4,2.43,0.7061,0.14
2019-02-17,2.4,2.43,0.7061,0.14
2019-02-18,2.4,2.43,0.7055,0.14
2019-02-19,2.4,2.4,0.706,0.15
2019-02-20,2.4,2.39,0.7077,0.15
2019-02-21,2.4,2.39,0.7072,0.16
2019-02-22,2.4,2.4,0.7083,0.17
2019-02-23,2.4,2.4,0.7083,0.17
2019-02-24,2.4,2.4,0.7083,0.17
2019-02-25,2.4,2.38,0.708,0.16
2019-02-26,2.4,2.38,0.7074,0.16
2019-02-27,2.4,2.37,0.7065,0.19
2019-02-28,2.4,2.58,0.705,0.21
2019-03-01,2.4,2.38,0.7057,0.21
2019-03-02,2.4,2.38,0.7057,0.21
2019-03-03,2.4,2.38,0.7057,0.21
2019-03-04,2.4,2.38,0.7069,0.17
2019-03-05,2.4,2.38,0.7065,0.17
2019-03-06,2.4,2.38,0.7066,0.17
2019-03-07,2.4,2.38,0.7055,0.17
2019-03-08,2.4,2.39,0.7049,0.17
2019-03-09,2.4,2.39,0.7049,0.17
2019-03-10,2.4,2.39,0.7049,0.17
2019-03-11,2.4,2.38,0.7046,0.17
2019-03-12,2.4,2.39,0.7061,0.16
2019-03-13,2.4,2.4,0.7055,0.16
2019-03-14,2.4,2.42,0.7039,0.17
2019-03-15,2.4,2.46,0.7046,0.16
2019-03-16,2.4,2.46,0.7046,0.16
2019-03-17,2.4,2.46,0.7046,0.16
2019-03-18,2.4,2.41,0.7056,0.15
2019-03-19,2.4,2.42,0.705,0.15
2019-03-20,2.41,2.47,0.7054,0.14
2019-03-21,2.41,2.44,0.705,0.13
2019-03-22,2.41,2.4,0.7053,0.13
2019-03-23,2.41,2.4,0.7053,0.13
2019-03-24,2.41,2.4,0.7053,0.13
2019-03-25,2.4,2.4,0.7046,0.17
2019-03-26,2.4,2.4,0.7059,0.17
2019-03-27,2.41,2.4,0.7047,0.17
2019-03-28,2.41,2.43,0.7051,0.16
2019-03-29,2.43,2.65,0.7036,0.14
2019-03-30,2.43,2.65,0.7036,0.14
2019-03-31,2.43,2.65,0.7036,0.14
2019-04-01,2.41,2.46,0.7055,0.16
2019-04-02,2.41,2.46,0.7055,0.18
2019-04-03,2.41,2.47,0.7064,0.19
2019-04-04,2.41,2.46,0.7068,0.18
2019-04-05,2.41,2.46,0.7076,0.15
2019-04-06,2.41,2.46,0.7076,0.15
2019-04-07,2.41,2.46,0.7076,0.15
2019-04-08,2.41,2.46,0.7079,0.16
2019-04-09,2.41,2.45,0.7072,0.16
2019-04-10,2.41,2.45,0.7081,0.17
2019-04-11,2.41,2.44,0.7075,0.16
2019-04-12,2.41,2.44,0.7074,0.16
2019-04-13,2.41,2.44,0.7074,0.16
2019-04-14,2.41,2.44,0.7074,0.16
2019-04-15,2.41,2.47,0.7082,0.15
2019-04-16,2.41,2.47,0.7081,0.19
2019-04-17,2.42,2.5,0.7084,0.19
2019-04-18,2.43,2.5,0.7087,0.19
2019-04-19,2.44,2.5,0.7087,0.19
2019-04-20,2.44,2.5,0.7087,0.19
2019-04-21,2.44,2.5,0.7087,0.19
2019-04-22,2.44,2.46,0.7087,0.21
2019-04-23,2.44,2.46,0.7092,0.21
2019-04-24,2.44,2.44,0.7087,0.21
2019-04-25,2.44,2.45,0.7096,0.21
2019-04-26,2.44,2.46,0.7107,0.23
2019-04-27,2.44,2.46,0.7107,0.23
2019-04-28,2.44,2.46,0.7107,0.23
2019-04-29,2.45,2.48,0.7097,0.24
2019-04-30,2.45,2.76,0.7109,0.24
2019-05-01,2.45,2.54,0.7103,0.21
2019-05-02,2.41,2.5,0.7107,0.2
2019-05-03,2.4,2.43,0.7098,0.21
2019-05-04,2.4,2.43,0.7098,0.21
2019-05-05,2.4,2.43,0.7098,0.21
2019-05-06,2.4,2.42,0.7098,0.2
2019-05-07,2.4,2.44,0.7094,0.17
2019-05-08,2.39,2.43,0.7092,0.19
2019-05-09,2.38,2.41,0.7103,0.19
2019-05-10,2.38,2.4,0.7098,0.21
2019-05-11,2.38,2.4,0.7098,0.21
2019-05-12,2.38,2.4,0.7098,0.21
2019-05-13,2.38,2.38,0.7096,0.22
2019-05-14,2.38,2.39,0.7095,0.22
2019-05-15,2.4,2.48,0.7096,0.21
2019-05-16,2.39,2.43,0.71,0.2
2019-05-17,2.39,2.42,0.7094,0.19
2019-05-18,2.39,2.42,0.7094,0.19
2019-05-19,2.39,2.42,0.7094,0.19
2019-05-20,2.39,2.39,0.7096,0.2
2019-05-21,2.39,2.38,0.7093,0.17
2019-05-22,2.38,2.37,0.7106,0.16
2019-05-23,2.38,2.37,0.71,0.19
2019-05-24,2.38,2.37,0.7086,0.16
2019-05-25,2.38,2.37,0.7086,0.16
2019-05-26,2.38,2.37,0.7086,0.16
2019-05-27,2.38,2.37,0.7086,0.16
2019-05-28,2.39,2.41,0.7082,0.14
2019-05-29,2.39,2.4,0.7073,0.16
2019-05-30,2.39,2.4,0.7085,0.16
2019-05-31,2.4,2.49,0.7078,0.19
2019-06-01,2.4,2.49,0.7078,0.19
2019-06-02,2.4,2.49,0.7078,0.19
2019-06-03,2.38,2.4,0.7084,0.25
2019-06-04,2.38,2.39,0.7084,0.24
2019-06-05,2.38,2.4,0.7094,0.29
2019-06-06,2.37,2.4,0.7092,0.24
2019-06-07,2.37,2.39,0.709,0.24
2019-06-08,2.37,2.39,0.709,0.24
2019-06-09,2.37,2.39,0.709,0.24
2019-06-10,2.37,2.39,0.7082,0.25
2019-06-11,2.37,2.38,0.7082,0.22
2019-06-12,2.37,2.37,0.7086,0.25
2019-06-13,2.37,2.35,0.7083,0.27
2019-06-14,2.36,2.35,0.7078,0.25
2019-06-15,2.36,2.35,0.7078,0.25
2019-06-16,2.36,2.35,0.7078,0.25
2019-06-17,2.38,2.41,0.708,0.23
2019-06-18,2.37,2.39,0.7082,0.2
2019-06-19,2.37,2.36,0.7089,0.29
2019-06-20,2.37,2.36,0.7092,0.29
2019-06-21,2.38,2.37,0.7094,0.3
2019-06-22,2.38,2.37,0.7094,0.3
2019-06-23,2.38,2.37,0.7094,0.3
2019-06-24,2.38,2.39,0.7085,0.3
2019-06-25,2.38,2.41,0.71,0.29
2019-06-26,2.38,2.43,0.7084,0.28
2019-06-27,2.38,2.42,0.7086,0.27
2019-06-28,2.4,2.5,0.706,0.25
2019-06-29,2.4,2.5,0.706,0.25
2019-06-30,2.4,2.5,0.706,0.25
2019-07-01,2.39,2.42,0.7093,0.25
2019-07-02,2.4,2.51,0.7082,0.21
2019-07-03,2.41,2.56,0.7089,0.19
2019-07-04,2.41,2.56,0.7093,0.19
2019-07-05,2.42,2.59,0.7077,0.17
2019-07-06,2.42,2.59,0.7077,0.17
2019-07-07,2.42,2.59,0.7077,0.17
2019-07-08,2.41,2.48,0.7088,0.17
2019-07-09,2.41,2.45,0.7089,0.15
2019-07-10,2.41,2.46,0.709,0.25
2019-07-11,2.4,2.41,0.709,0.28
2019-07-12,2.38,2.36,0.71,0.28
2019-07-13,2.38,2.36,0.71,0.28
2019-07-14,2.38,2.36,0.71,0.28
2019-07-15,2.4,2.46,0.7095,0.26
2019-07-16,2.41,2.47,0.7087,0.26
2019-07-17,2.41,2.47,0.7093,0.23
2019-07-18,2.41,2.46,0.7096,0.27
2019-07-19,2.41,2.41,0.7094,0.25
2019-07-20,2.41,2.41,0.7094,0.25
2019-07-21,2.41,2.41,0.7094,0.25
2019-07-22,2.4,2.4,0.7076,0.25
2019-07-23,2.4,2.4,0.7095,0.25
2019-07-24,2.4,2.41,0.7095,0.22
2019-07-25,2.4,2.42,0.7091,0.22
2019-07-26,2.4,2.41,0.7097,0.22
2019-07-27,2.4,2.41,0.7097,0.22
2019-07-28,2.4,2.41,0.7097,0.22
2019-07-29,2.4,2.4,0.7087,0.21
2019-07-30,2.39,2.39,0.7092,0.21
2019-07-31,2.4,2.55,0.7081,0.13
2019-08-01,2.14,2.19,0.7087,0.17
2019-08-02,2.14,2.19,0.7083,0.14
2019-08-03,2.14,2.19,0.7083,0.14
2019-08-04,2.14,2.19,0.7083,0.14
2019-08-05,2.13,2.13,0.7092,0.16
2019-08-06,2.13,2.11,0.7096,0.13
2019-08-07,2.12,2.1,0.7098,0.12
2019-08-08,2.12,2.09,0.7092,0.1
2019-08-09,2.12,2.11,0.7099,0.11
2019-08-10,2.12,2.11,0.7099,0.11
2019-08-11,2.12,2.11,0.7099,0.11
2019-08-12,2.12,2.12,0.709,0.07
2019-08-13,2.12,2.16,0.7094,0.02
2019-08-14,2.12,2.13,0.71,0.01
2019-08-15,2.13,2.18,0.7098,0.04
2019-08-16,2.13,2.13,0.7112,0.07
2019-08-17,2.13,2.13,0.7112,0.07
2019-08-18,2.13,2.13,0.7112,0.07
2019-08-19,2.13,2.11,0.71,0.07
2019-08-20,2.13,2.13,0.7102,0.05
2019-08-21,2.12,2.1,0.7127,0.03
2019-08-22,2.12,2.09,0.711,0.01
2019-08-23,2.12,2.1,0.7116,0.01
2019-08-24,2.12,2.1,0.7116,0.01
2019-08-25,2.12,2.1,0.7116,0.01
2019-08-26,2.12,2.1,0.7116,0.0
2019-08-27,2.12,2.15,0.7107,-0.04
2019-08-28,2.12,2.12,0.7113,-0.03
2019-08-29,2.12,2.12,0.7101,-0.03
2019-08-30,2.13,2.16,0.7103,0.0
2019-08-31,2.13,2.16,0.7103,0.0
2019-09-01,2.13,2.16,0.7103,0.0
2019-09-02,2.13,2.16,0.7091,0.0
2019-09-03,2.13,2.17,0.7099,0.0
2019-09-04,2.13,2.21,0.7095,0.04
2019-09-05,2.13,2.21,0.7099,0.02
2019-09-06,2.12,2.15,0.7098,0.02
2019-09-07,2.12,2.15,0.7098,0.02
2019-09-08,2.12,2.15,0.7098,0.02
2019-09-09,2.13,2.12,0.7096,0.05
2019-09-10,2.13,2.14,0.7087,0.05
2019-09-11,2.13,2.15,0.7091,0.07
2019-09-12,2.13,2.2,0.7096,0.07
2019-09-13,2.14,2.2,0.708,0.11
2019-09-14,2.14,2.2,0.708,0.11
2019-09-15,2.14,2.2,0.708,0.11
2019-09-16,2.25,2.43,0.7099,0.1
2019-09-17,2.3,5.25,0.711,0.09
2019-09-18,2.25,2.55,0.7104,0.03
2019-09-19,1.9,1.95,0.7104,0.05
2019-09-20,1.9,1.86,0.7093,0.05
2019-09-21,1.9,1.86,0.7093,0.05
2019-09-22,1.9,1.86,0.7093,0.05
2019-09-23,1.9,1.85,0.7099,0.04
2019-09-24,1.9,1.96,0.7105,0.04
2019-09-25,1.9,2.01,0.7099,0.05
2019-09-26,1.85,1.85,0.7109,0.04
2019-09-27,1.83,1.82,0.7109,0.06
2019-09-28,1.83,1.82,0.7109,0.06
2019-09-29,1.83,1.82,0.7109,0.06
2019-09-30,1.9,2.35,0.7101,0.05
2019-10-01,1.88,1.88,0.7108,0.09
2019-10-02,1.85,1.85,0.7098,0.12
2019-10-03,1.83,1.84,0.7098,0.15
2019-10-04,1.82,1.82,0.7118,0.12
2019-10-05,1.82,1.82,0.7118,0.12
2019-10-06,1.82,1.82,0.7118,0.12
2019-10-07,1.82,1.83,0.7111,0.1
2019-10-08,1.82,1.85,0.7107,0.12
2019-10-09,1.82,1.85,0.7112,0.12
2019-10-10,1.82,1.85,0.7115,0.14
2019-10-11,1.82,1.85,0.7108,0.13
2019-10-12,1.82,1.85,0.7108,0.13
2019-10-13,1.82,1.85,0.7108,0.13
2019-10-14,1.82,1.85,0.7106,0.13
2019-10-15,1.9,2.0,0.7111,0.16
2019-10-16,1.9,2.05,0.7109,0.17
2019-10-17,1.85,1.95,0.7107,0.16
2019-10-18,1.85,1.88,0.7101,0.18
2019-10-19,1.85,1.88,0.7101,0.18
2019-10-20,1.85,1.88,0.7101,0.18
2019-10-21,1.85,1.86,0.7111,0.18
2019-10-22,1.85,1.87,0.7116,0.18
2019-10-23,1.85,1.87,0.7124,0.19
2019-10-24,1.85,1.86,0.7108,0.19
2019-10-25,1.83,1.84,0.7097,0.17
2019-10-26,1.83,1.84,0.7097,0.17
2019-10-27,1.83,1.84,0.7097,0.17
2019-10-28,1.83,1.82,0.7106,0.21
2019-10-29,1.82,1.81,0.7107,0.2
2019-10-30,1.82,1.82,0.7107,0.17
2019-10-31,1.58,1.76,0.7106,0.17
2019-11-01,1.57,1.58,0.7119,0.17
2019-11-02,1.57,1.58,0.7119,0.17
2019-11-03,1.57,1.58,0.7119,0.17
2019-11-04,1.56,1.56,0.7117,0.19
2019-11-05,1.56,1.58,0.7105,0.23
2019-11-06,1.55,1.57,0.7115,0.2
2019-11-07,1.55,1.56,0.7108,0.24
2019-11-08,1.55,1.56,0.71,0.26
2019-11-09,1.55,1.56,0.71,0.26
2019-11-10,1.55,1.56,0.71,0.26
2019-11-11,1.55,1.56,0.7112,0.26
2019-11-12,1.55,1.57,0.7103,0.26
2019-11-13,1.55,1.57,0.7109,0.25
2019-11-14,1.55,1.58,0.7091,0.24
2019-11-15,1.55,1.59,0.7085,0.23
2019-11-16,1.55,1.59,0.7085,0.23
2019-11-17,1.55,1.59,0.7085,0.23
2019-11-18,1.55,1.56,0.7099,0.21
2019-11-19,1.55,1.57,0.7106,0.19
2019-11-20,1.55,1.57,0.7108,0.17
2019-11-21,1.55,1.58,0.7107,0.17
2019-11-22,1.55,1.58,0.7104,0.16
2019-11-23,1.55,1.58,0.7104,0.16
2019-11-24,1.55,1.58,0.7104,0.16
2019-11-25,1.55,1.56,0.7097,0.15
2019-11-26,1.55,1.54,0.7097,0.16
2019-11-27,1.55,1.55,0.7105,0.14
2019-11-28,1.55,1.55,0.71,0.14
2019-11-29,1.56,1.65,0.7123,0.17
2019-11-30,1.56,1.65,0.7123,0.17
2019-12-01,1.56,1.65,0.7123,0.17
2019-12-02,1.56,1.63,0.7091,0.22
2019-12-03,1.55,1.55,0.7092,0.19
2019-12-04,1.55,1.54,0.7091,0.19
2019-12-05,1.55,1.55,0.7097,0.22
2019-12-06,1.55,1.55,0.7086,0.23
2019-12-07,1.55,1.55,0.7086,0.23
2019-12-08,1.55,1.55,0.7086,0.23
2019-12-09,1.55,1.56,0.7095,0.2
2019-12-10,1.55,1.55,0.7103,0.2
2019-12-11,1.55,1.54,0.7098,0.18
2019-12-12,1.55,1.53,0.7104,0.24
2019-12-13,1.55,1.54,0.7113,0.21
2019-12-14,1.55,1.54,0.7113,0.21
2019-12-15,1.55,1.54,0.7113,0.21
2019-12-16,1.56,1.62,0.7111,0.24
2019-12-17,1.55,1.54,0.7104,0.26
2019-12-18,1.55,1.53,0.7106,0.29
2019-12-19,1.55,1.53,0.7113,0.3
2019-12-20,1.55,1.53,0.7108,0.29
2019-12-21,1.55,1.53,0.7108,0.29
2019-12-22,1.55,1.53,0.7108,0.29
2019-12-23,1.55,1.52,0.7102,0.29
2019-12-24,1.55,1.52,0.7094,0.28
2019-12-25,1.55,1.52,0.7094,0.28
2019-12-26,1.55,1.52,0.7094,0.26
2019-12-27,1.55,1.53,0.71,0.29
2019-12-28,1.55,1.53,0.71,0.29
2019-12-29,1.55,1.53,0.71,0.29
2019-12-30,1.55,1.54,0.7107,0.32
2019-12-31,1.55,1.55,0.7098,0.34
2020-01-01,1.55,1.55,0.7098,0.34
2020-01-02,1.55,1.54,0.7125,0.3
2020-01-03,1.55,1.55,0.711,0.27
2020-01-04,1.55,1.55,0.711,0.27
2020-01-05,1.55,1.55,0.711,0.27
2020-01-06,1.55,1.55,0.7124,0.27
2020-01-07,1.55,1.56,0.712,0.29
2020-01-08,1.55,1.55,0.7124,0.29
2020-01-09,1.55,1.55,0.7123,0.27
2020-01-10,1.54,1.55,0.7117,0.27
2020-01-11,1.54,1.55,0.7117,0.27
2020-01-12,1.54,1.55,0.7117,0.27
2020-01-13,1.54,1.54,0.7107,0.27
2020-01-14,1.54,1.55,0.7111,0.24
2020-01-15,1.54,1.56,0.7125,0.23
2020-01-16,1.54,1.55,0.7117,0.23
2020-01-17,1.55,1.54,0.712,0.26
2020-01-18,1.55,1.54,0.712,0.26
2020-01-19,1.55,1.54,0.712,0.26
2020-01-20,1.55,1.54,0.7117,0.26
2020-01-21,1.55,1.54,0.7117,0.25
2020-01-22,1.55,1.54,0.7117,0.24
2020-01-23,1.55,1.54,0.7104,0.23
2020-01-24,1.55,1.53,0.7106,0.21
2020-01-25,1.55,1.53,0.7106,0.21
2020-01-26,1.55,1.53,0.7106,0.21
2020-01-27,1.55,1.53,0.7089,0.17
2020-01-28,1.55,1.53,0.7096,0.2
2020-01-29,1.55,1.53,0.7103,0.18
2020-01-30,1.6,1.58,0.7099,0.16
2020-01-31,1.59,1.6,0.7117,0.18
2020-02-01,1.59,1.6,0.7117,0.18
2020-02-02,1.59,1.6,0.7117,0.18
2020-02-03,1.59,1.59,0.7104,0.18
2020-02-04,1.59,1.6,0.7104,0.2
2020-02-05,1.59,1.59,0.7107,0.22
2020-02-06,1.59,1.59,0.7107,0.21
2020-02-07,1.58,1.58,0.7112,0.18
2020-02-08,1.58,1.58,0.7112,0.18
2020-02-09,1.58,1.58,0.7112,0.18
2020-02-10,1.58,1.58,0.7095,0.19
2020-02-11,1.58,1.58,0.7097,0.18
2020-02-12,1.58,1.57,0.7098,0.18
2020-02-13,1.58,1.57,0.7106,0.17
2020-02-14,1.58,1.58,0.7103,0.17
2020-02-15,1.58,1.58,0.7103,0.17
2020-02-16,1.58,1.58,0.7103,0.17
2020-02-17,1.58,1.58,0.7092,0.17
2020-02-18,1.59,1.6,0.7095,0.14
2020-02-19,1.59,1.59,0.7102,0.14
2020-02-20,1.59,1.6,0.711,0.13
2020-02-21,1.58,1.58,0.7112,0.12
2020-02-22,1.58,1.58,0.7112,0.12
2020-02-23,1.58,1.58,0.7112,0.12
2020-02-24,1.58,1.58,0.7105,0.12
2020-02-25,1.58,1.59,0.7109,0.13
2020-02-26,1.58,1.58,0.7114,0.17
2020-02-27,1.58,1.58,0.7106,0.19
2020-02-28,1.58,1.6,0.7098,0.27
2020-02-29,1.58,1.6,0.7098,0.27
2020-03-01,1.58,1.6,0.7098,0.27
2020-03-02,1.59,1.59,0.7089,0.26
2020-03-03,1.59,1.64,0.7098,0.31
2020-03-04,1.09,1.23,0.71,0.35
2020-03-05,1.09,1.12,0.7089,0.33
2020-03-06,1.09,1.1,0.7087,0.25
2020-03-07,1.09,1.1,0.7087,0.25
2020-03-08,1.09,1.1,0.7087,0.25
2020-03-09,1.09,1.09,0.7091,0.16
2020-03-10,1.09,1.11,0.7091,0.26
2020-03-11,1.09,1.15,0.2092,0.32
2020-03-12,1.1,1.2,0.2093,0.38
2020-03-13,1.1,1.1,0.2093,0.45
