Date,DFF,SOFR,SONIA,T10Y2Y
2016-10-27,0.41,,0.209,0.98
2016-10-28,0.41,,0.2092,1.0
2016-10-29,0.41,,0.2092,1.0
2016-10-30,0.41,,0.2092,1.0
2016-10-31,0.31,,0.1999,0.98
2016-11-01,0.41,,0.2122,1.0
2016-11-02,0.41,,0.2082,1.0
2016-11-03,0.41,,0.2121,1.01
2016-11-04,0.41,,0.2106,0.99
2016-11-05,0.41,,0.2106,0.99
2016-11-06,0.41,,0.2106,0.99
2016-11-07,0.41,,0.2108,1.01
2016-11-08,0.41,,0.2116,1.01
2016-11-09,0.41,,0.2102,1.17
2016-11-10,0.41,,0.2137,1.23
2016-11-11,0.41,,0.214,1.23
2016-11-12,0.41,,0.214,1.23
2016-11-13,0.41,,0.214,1.23
2016-11-14,0.41,,0.2106,1.23
2016-11-15,0.41,,0.2106,1.21
2016-11-16,0.41,,0.2103,1.22
2016-11-17,0.41,,0.2101,1.25
2016-11-18,0.41,,0.2117,1.27
2016-11-19,0.41,,0.2117,1.27
2016-11-20,0.41,,0.2117,1.27
2016-11-21,0.41,,0.2099,1.25
2016-11-22,0.41,,0.2108,1.24
2016-11-23,0.41,,0.2119,1.24
2016-11-24,0.41,,0.2118,1.24
2016-11-25,0.41,,0.2106,1.24
2016-11-26,0.41,,0.2106,1.24
2016-11-27,0.41,,0.2106,1.24
2016-11-28,0.41,,0.2129,1.21
2016-11-29,0.41,,0.2116,1.21
2016-11-30,0.31,,0.2024,1.26
2016-12-01,0.41,,0.2147,1.31
2016-12-02,0.41,,0.2115,1.29
2016-12-03,0.41,,0.2115,1.29
2016-12-04,0.41,,0.2115,1.29
2016-12-05,0.41,,0.2134,1.26
2016-12-06,0.41,,0.2114,1.27
2016-12-07,0.41,,0.2118,1.24
2016-12-08,0.41,,0.2161,1.28
2016-12-09,0.41,,0.2127,1.32
2016-12-10,0.41,,0.2127,1.32
2016-12-11,0.41,,0.2127,1.32
2016-12-12,0.41,,0.2125,1.34
2016-12-13,0.41,,0.2163,1.31
2016-12-14,0.41,,0.2122,1.27
2016-12-15,0.66,,0.2201,1.31
2016-12-16,0.66,,0.2144,1.32
2016-12-17,0.66,,0.2144,1.32
2016-12-18,0.66,,0.2144,1.32
2016-12-19,0.66,,0.2177,1.3
2016-12-20,0.66,,0.2207,1.32
2016-12-21,0.66,,0.2203,1.34
2016-12-22,0.66,,0.2137,1.33
2016-12-23,0.66,,0.2151,1.33
2016-12-24,0.66,,0.2151,1.33
2016-12-25,0.66,,0.2151,1.33
2016-12-26,0.66,,0.2151,1.33
2016-12-27,0.66,,0.2151,1.29
2016-12-28,0.66,,0.2185,1.25
2016-12-29,0.66,,0.215,1.27
2016-12-30,0.55,,0.1618,1.25
2016-12-31,0.55,,0.1618,1.25
2017-01-01,0.55,,0.1618,1.25
2017-01-02,0.55,,0.1618,1.25
2017-01-03,0.66,,0.2177,1.23
2017-01-04,0.66,,0.2143,1.22
2017-01-05,0.66,,0.2132,1.2
2017-01-06,0.66,,0.2126,1.2
2017-01-07,0.66,,0.2126,1.2
2017-01-08,0.66,,0.2126,1.2
2017-01-09,0.66,,0.214,1.17
2017-01-10,0.66,,0.2122,1.19
2017-01-11,0.66,,0.2113,1.18
2017-01-12,0.66,,0.2128,1.18
2017-01-13,0.66,,0.2127,1.19
2017-01-14,0.66,,0.2127,1.19
2017-01-15,0.66,,0.2127,1.19
2017-01-16,0.66,,0.2125,1.19
2017-01-17,0.66,,0.2129,1.16
2017-01-18,0.66,,0.2139,1.19
2017-01-19,0.66,,0.2139,1.22
2017-01-20,0.66,,0.2154,1.28
2017-01-21,0.66,,0.2154,1.28
2017-01-22,0.66,,0.2154,1.28
2017-01-23,0.66,,0.2152,1.25
2017-01-24,0.66,,0.2131,1.26
2017-01-25,0.66,,0.2138,1.3
2017-01-26,0.66,,0.2132,1.3
2017-01-27,0.66,,0.2162,1.27
2017-01-28,0.66,,0.2162,1.27
2017-01-29,0.66,,0.2162,1.27
2017-01-30,0.66,,0.215,1.27
2017-01-31,0.56,,0.2078,1.26
2017-02-01,0.66,,0.211,1.26
2017-02-02,0.66,,0.2123,1.27
2017-02-03,0.66,,0.2118,1.28
2017-02-04,0.66,,0.2118,1.28
2017-02-05,0.66,,0.2118,1.28
2017-02-06,0.66,,0.212,1.26
2017-02-07,0.66,,0.2103,1.24
2017-02-08,0.66,,0.2105,1.19
2017-02-09,0.66,,0.208,1.2
2017-02-10,0.66,,0.2101,1.21
2017-02-11,0.66,,0.2101,1.21
2017-02-12,0.66,,0.2101,1.21
2017-02-13,0.66,,0.209,1.23
2017-02-14,0.66,,0.2097,1.22
2017-02-15,0.66,,0.2083,1.24
2017-02-16,0.66,,0.2109,1.23
2017-02-17,0.66,,0.2115,1.21
2017-02-18,0.66,,0.2115,1.21
2017-02-19,0.66,,0.2115,1.21
2017-02-20,0.66,,0.2112,1.21
2017-02-21,0.66,,0.2131,1.21
2017-02-22,0.66,,0.2172,1.2
2017-02-23,0.66,,0.2099,1.2
2017-02-24,0.66,,0.212,1.19
2017-02-25,0.66,,0.212,1.19
2017-02-26,0.66,,0.212,1.19
2017-02-27,0.66,,0.2111,1.16
2017-02-28,0.57,,0.203,1.14
2017-03-01,0.66,,0.2119,1.17
2017-03-02,0.66,,0.2112,1.17
2017-03-03,0.66,,0.2102,1.17
2017-03-04,0.66,,0.2102,1.17
2017-03-05,0.66,,0.2102,1.17
2017-03-06,0.66,,0.2118,1.18
2017-03-07,0.66,,0.2109,1.2
2017-03-08,0.66,,0.2111,1.21
2017-03-09,0.66,,0.2114,1.23
2017-03-10,0.66,,0.213,1.22
2017-03-11,0.66,,0.213,1.22
2017-03-12,0.66,,0.213,1.22
2017-03-13,0.66,,0.2101,1.22
2017-03-14,0.66,,0.2106,1.2
2017-03-15,0.66,,0.2105,1.18
2017-03-16,0.91,,0.2094,1.18
2017-03-17,0.91,,0.2099,1.17
2017-03-18,0.91,,0.2099,1.17
2017-03-19,0.91,,0.2099,1.17
2017-03-20,0.91,,0.2109,1.17
2017-03-21,0.91,,0.2124,1.16
2017-03-22,0.91,,0.2104,1.13
2017-03-23,0.91,,0.2126,1.15
2017-03-24,0.91,,0.2127,1.14
2017-03-25,0.91,,0.2127,1.14
2017-03-26,0.91,,0.2127,1.14
2017-03-27,0.91,,0.2092,1.11
2017-03-28,0.91,,0.21,1.12
2017-03-29,0.91,,0.2116,1.13
2017-03-30,0.91,,0.2136,1.14
2017-03-31,0.82,,0.174,1.13
2017-04-01,0.82,,0.174,1.13
2017-04-02,0.82,,0.174,1.13
2017-04-03,0.91,,0.2107,1.11
2017-04-04,0.91,,0.2112,1.11
2017-04-05,0.91,,0.2095,1.1
2017-04-06,0.91,,0.211,1.1
2017-04-07,0.91,,0.2108,1.09
2017-04-08,0.91,,0.2108,1.09
2017-04-09,0.91,,0.2108,1.09
2017-04-10,0.91,,0.2116,1.08
2017-04-11,0.91,,0.2112,1.08
2017-04-12,0.91,,0.2101,1.04
2017-04-13,0.91,,0.2122,1.03
2017-04-14,0.91,,0.2122,1.03
2017-04-15,0.91,,0.2122,1.03
2017-04-16,0.91,,0.2122,1.03
2017-04-17,0.91,,0.2122,1.05
2017-04-18,0.91,,0.2112,1.0
2017-04-19,0.91,,0.2117,1.02
2017-04-20,0.91,,0.2124,1.03
2017-04-21,0.91,,0.2121,1.04
2017-04-22,0.91,,0.2121,1.04
2017-04-23,0.91,,0.2121,1.04
2017-04-24,0.91,,0.2118,1.03
2017-04-25,0.91,,0.2122,1.06
2017-04-26,0.91,,0.2127,1.04
2017-04-27,0.91,,0.2111,1.05
2017-04-28,0.83,,0.2108,1.01
2017-04-29,0.83,,0.2108,1.01
2017-04-30,0.83,,0.2108,1.01
2017-05-01,0.91,,0.2108,1.05
2017-05-02,0.91,,0.2111,1.02
2017-05-03,0.91,,0.2104,1.03
2017-05-04,0.91,,0.2106,1.04
2017-05-05,0.91,,0.2136,1.04
2017-05-06,0.91,,0.2136,1.04
2017-05-07,0.91,,0.2136,1.04
2017-05-08,0.91,,0.2136,1.06
2017-05-09,0.91,,0.2142,1.05
2017-05-10,0.91,,0.2155,1.06
2017-05-11,0.91,,0.2131,1.04
2017-05-12,0.91,,0.2146,1.04
2017-05-13,0.91,,0.2146,1.04
2017-05-14,0.91,,0.2146,1.04
2017-05-15,0.91,,0.2137,1.03
2017-05-16,0.91,,0.2142,1.04
2017-05-17,0.91,,0.2147,0.96
2017-05-18,0.91,,0.2133,0.96
2017-05-19,0.91,,0.2137,0.95
2017-05-20,0.91,,0.2137,0.95
2017-05-21,0.91,,0.2137,0.95
2017-05-22,0.91,,0.2114,0.96
2017-05-23,0.91,,0.2112,0.98
2017-05-24,0.91,,0.2106,0.97
2017-05-25,0.91,,0.2122,0.95
2017-05-26,0.91,,0.213,0.95
2017-05-27,0.91,,0.213,0.95
2017-05-28,0.91,,0.213,0.95
2017-05-29,0.91,,0.213,0.95
2017-05-30,0.91,,0.2119,0.93
2017-05-31,0.83,,0.2087,0.93
2017-06-01,0.91,,0.2131,0.93
2017-06-02,0.91,,0.213,0.87
2017-06-03,0.91,,0.213,0.87
2017-06-04,0.91,,0.213,0.87
2017-06-05,0.91,,0.2114,0.86
2017-06-06,0.91,,0.2122,0.84
2017-06-07,0.91,,0.2114,0.86
2017-06-08,0.91,,0.2118,0.86
2017-06-09,0.91,,0.2116,0.86
2017-06-10,0.91,,0.2116,0.86
2017-06-11,0.91,,0.2116,0.86
2017-06-12,0.91,,0.2108,0.86
2017-06-13,0.91,,0.2122,0.83
2017-06-14,0.91,,0.2123,0.8
2017-06-15,1.16,,0.2123,0.81
2017-06-16,1.16,,0.2124,0.84
2017-06-17,1.16,,0.2124,0.84
2017-06-18,1.16,,0.2124,0.84
2017-06-19,1.16,,0.213,0.83
2017-06-20,1.16,,0.2173,0.8
2017-06-21,1.16,,0.2149,0.8
2017-06-22,1.16,,0.2147,0.81
2017-06-23,1.16,,0.2157,0.81
2017-06-24,1.16,,0.2157,0.81
2017-06-25,1.16,,0.2157,0.81
2017-06-26,1.16,,0.2131,0.78
2017-06-27,1.16,,0.2139,0.83
2017-06-28,1.16,,0.2116,0.88
2017-06-29,1.16,,0.2129,0.89
2017-06-30,1.06,,0.194,0.93
2017-07-01,1.06,,0.194,0.93
2017-07-02,1.06,,0.194,0.93
2017-07-03,1.16,,0.2137,0.94
2017-07-04,1.16,,0.2118,0.94
2017-07-05,1.16,,0.212,0.92
2017-07-06,1.16,,0.2129,0.97
2017-07-07,1.16,,0.2143,0.99
2017-07-08,1.16,,0.2143,0.99
2017-07-09,1.16,,0.2143,0.99
2017-07-10,1.16,,0.2124,0.98
2017-07-11,1.16,,0.2142,1.0
2017-07-12,1.16,,0.2148,0.98
2017-07-13,1.16,,0.2145,0.98
2017-07-14,1.16,,0.2144,0.98
2017-07-15,1.16,,0.2144,0.98
2017-07-16,1.16,,0.2144,0.98
2017-07-17,1.16,,0.2134,0.95
2017-07-18,1.16,,0.2117,0.91
2017-07-19,1.16,,0.2103,0.9
2017-07-20,1.16,,0.2119,0.9
2017-07-21,1.16,,0.2142,0.88
2017-07-22,1.16,,0.2142,0.88
2017-07-23,1.16,,0.2142,0.88
2017-07-24,1.16,,0.2123,0.89
2017-07-25,1.16,,0.2119,0.93
2017-07-26,1.16,,0.2121,0.93
2017-07-27,1.16,,0.2115,0.96
2017-07-28,1.16,,0.212,0.96
2017-07-29,1.16,,0.212,0.96
2017-07-30,1.16,,0.212,0.96
2017-07-31,1.07,,0.2034,0.96
2017-08-01,1.16,,0.2115,0.92
2017-08-02,1.16,,0.2143,0.91
2017-08-03,1.16,,0.2143,0.9
2017-08-04,1.16,,0.2129,0.91
2017-08-05,1.16,,0.2129,0.91
2017-08-06,1.16,,0.2129,0.91
2017-08-07,1.16,,0.2125,0.9
2017-08-08,1.16,,0.2159,0.93
2017-08-09,1.16,,0.2148,0.91
2017-08-10,1.16,,0.2126,0.87
2017-08-11,1.16,,0.2133,0.89
2017-08-12,1.16,,0.2133,0.89
2017-08-13,1.16,,0.2133,0.89
2017-08-14,1.16,,0.2123,0.89
2017-08-15,1.16,,0.213,0.92
2017-08-16,1.16,,0.2137,0.9
2017-08-17,1.16,,0.2156,0.87
2017-08-18,1.16,,0.2123,0.86
2017-08-19,1.16,,0.2123,0.86
2017-08-20,1.16,,0.2123,0.86
2017-08-21,1.16,,0.2115,0.86
2017-08-22,1.16,,0.2116,0.89
2017-08-23,1.16,,0.212,0.85
2017-08-24,1.16,,0.211,0.86
2017-08-25,1.16,,0.2159,0.82
2017-08-26,1.16,,0.2159,0.82
2017-08-27,1.16,,0.2159,0.82
2017-08-28,1.16,,0.2159,0.83
2017-08-29,1.16,,0.2142,0.8
2017-08-30,1.16,,0.2133,0.82
2017-08-31,1.07,,0.2109,0.79
2017-09-01,1.16,,0.2123,0.81
2017-09-02,1.16,,0.2123,0.81
2017-09-03,1.16,,0.2123,0.81
2017-09-04,1.16,,0.2122,0.81
2017-09-05,1.16,,0.2118,0.77
2017-09-06,1.16,,0.2112,0.8
2017-09-07,1.16,,0.2108,0.78
2017-09-08,1.16,,0.2144,0.79
2017-09-09,1.16,,0.2144,0.79
2017-09-10,1.16,,0.2144,0.79
2017-09-11,1.16,,0.2132,0.82
2017-09-12,1.16,,0.2146,0.84
2017-09-13,1.16,,0.2148,0.85
2017-09-14,1.16,,0.2148,0.83
2017-09-15,1.16,,0.2169,0.81
2017-09-16,1.16,,0.2169,0.81
2017-09-17,1.16,,0.2169,0.81
2017-09-18,1.16,,0.2151,0.83
2017-09-19,1.16,,0.2152,0.84
2017-09-20,1.16,,0.2172,0.83
2017-09-21,1.16,,0.2145,0.82
2017-09-22,1.16,,0.2113,0.8
2017-09-23,1.16,,0.2113,0.8
2017-09-24,1.16,,0.2113,0.8
2017-09-25,1.16,,0.2106,0.78
2017-09-26,1.16,,0.2097,0.79
2017-09-27,1.16,,0.2094,0.84
2017-09-28,1.16,,0.2101,0.86
2017-09-29,1.06,,0.1991,0.86
2017-09-30,1.06,,0.1991,0.86
2017-10-01,1.06,,0.1991,0.86
2017-10-02,1.16,,0.2108,0.85
2017-10-03,1.16,,0.2094,0.86
2017-10-04,1.16,,0.2085,0.86
2017-10-05,1.16,,0.2093,0.86
2017-10-06,1.16,,0.2078,0.83
2017-10-07,1.16,,0.2078,0.83
2017-10-08,1.16,,0.2078,0.83
2017-10-09,1.16,,0.2099,0.83
2017-10-10,1.16,,0.2065,0.84
2017-10-11,1.16,,0.2086,0.84
2017-10-12,1.16,,0.2072,0.82
2017-10-13,1.16,,0.2082,0.77
2017-10-14,1.16,,0.2082,0.77
2017-10-15,1.16,,0.2082,0.77
2017-10-16,1.16,,0.2093,0.76
2017-10-17,1.16,,0.2118,0.76
2017-10-18,1.16,,0.2128,0.75
2017-10-19,1.16,,0.2141,0.75
2017-10-20,1.16,,0.2141,0.79
2017-10-21,1.16,,0.2141,0.79
2017-10-22,1.16,,0.2141,0.79
2017-10-23,1.16,,0.2131,0.8
2017-10-24,1.16,,0.2126,0.82
2017-10-25,1.16,,0.2147,0.83
2017-10-26,1.16,,0.214,0.83
2017-10-27,1.16,,0.2131,0.83
2017-10-28,1.16,,0.2131,0.83
2017-10-29,1.16,,0.2131,0.83
2017-10-30,1.16,,0.216,0.79
2017-10-31,1.07,,0.2096,0.78
2017-11-01,1.16,,0.2145,0.76
2017-11-02,1.16,,0.4055,0.74
2017-11-03,1.16,,0.4628,0.71
2017-11-04,1.16,,0.4628,0.71
2017-11-05,1.16,,0.4628,0.71
2017-11-06,1.16,,0.4649,0.71
2017-11-07,1.16,,0.4624,0.69
2017-11-08,1.16,,0.4632,0.67
2017-11-09,1.16,,0.4628,0.7
2017-11-10,1.16,,0.4622,0.73
2017-11-11,1.16,,0.4622,0.73
2017-11-12,1.16,,0.4622,0.73
2017-11-13,1.16,,0.4662,0.7
2017-11-14,1.16,,0.4644,0.7
2017-11-15,1.16,,0.4632,0.65
2017-11-16,1.16,,0.4622,0.65
2017-11-17,1.16,,0.4638,0.62
2017-11-18,1.16,,0.4638,0.62
2017-11-19,1.16,,0.4638,0.62
2017-11-20,1.16,,0.4623,0.6
2017-11-21,1.16,,0.4617,0.59
2017-11-22,1.16,,0.4622,0.58
2017-11-23,1.16,,0.4624,0.58
2017-11-24,1.16,,0.4635,0.59
2017-11-25,1.16,,0.4635,0.59
2017-11-26,1.16,,0.4635,0.59
2017-11-27,1.16,,0.4618,0.58
2017-11-28,1.16,,0.4634,0.59
2017-11-29,1.16,,0.4663,0.59
2017-11-30,1.07,,0.4623,0.64
2017-12-01,1.16,,0.4661,0.59
2017-12-02,1.16,,0.4661,0.59
2017-12-03,1.16,,0.4661,0.59
2017-12-04,1.16,,0.4667,0.57
2017-12-05,1.16,,0.4655,0.53
2017-12-06,1.16,,0.4594,0.55
2017-12-07,1.16,,0.4664,0.57
2017-12-08,1.16,,0.4629,0.58
2017-12-09,1.16,,0.4629,0.58
2017-12-10,1.16,,0.4629,0.58
2017-12-11,1.16,,0.4623,0.57
2017-12-12,1.17,,0.4612,0.57
2017-12-13,1.17,,0.4627,0.57
2017-12-14,1.41,,0.4624,0.53
2017-12-15,1.41,,0.4637,0.51
2017-12-16,1.41,,0.4637,0.51
2017-12-17,1.41,,0.4637,0.51
2017-12-18,1.42,,0.4659,0.55
2017-12-19,1.42,,0.469,0.59
2017-12-20,1.42,,0.4684,0.62
2017-12-21,1.42,,0.4643,0.59
2017-12-22,1.42,,0.4647,0.57
2017-12-23,1.42,,0.4647,0.57
2017-12-24,1.42,,0.4647,0.57
2017-12-25,1.42,,0.4647,0.57
2017-12-26,1.42,,0.4647,0.55
2017-12-27,1.42,,0.466,0.53
2017-12-28,1.42,,0.4665,0.52
2017-12-29,1.33,,0.4123,0.51
2017-12-30,1.33,,0.4123,0.51
2017-12-31,1.33,,0.4123,0.51
2018-01-01,1.33,,0.4123,0.51
2018-01-02,1.42,,0.4622,0.54
2018-01-03,1.42,,0.4642,0.5
2018-01-04,1.42,,0.4618,0.5
2018-01-05,1.42,,0.4625,0.51
2018-01-06,1.42,,0.4625,0.51
2018-01-07,1.42,,0.4625,0.51
2018-01-08,1.42,,0.4632,0.53
2018-01-09,1.42,,0.4627,0.57
2018-01-10,1.42,,0.4647,0.57
2018-01-11,1.42,,0.4655,0.56
2018-01-12,1.42,,0.468,0.56
2018-01-13,1.42,,0.468,0.56
2018-01-14,1.42,,0.468,0.56
2018-01-15,1.42,,0.4638,0.56
2018-01-16,1.42,,0.4605,0.51
2018-01-17,1.42,,0.4615,0.52
2018-01-18,1.42,,0.4619,0.57
2018-01-19,1.42,,0.4634,0.58
2018-01-20,1.42,,0.4634,0.58
2018-01-21,1.42,,0.4634,0.58
2018-01-22,1.42,,0.463,0.58
2018-01-23,1.42,,0.4619,0.57
2018-01-24,1.42,,0.462,0.57
2018-01-25,1.42,,0.4618,0.55
2018-01-26,1.42,,0.4633,0.53
2018-01-27,1.42,,0.4633,0.53
2018-01-28,1.42,,0.4633,0.53
2018-01-29,1.42,,0.4613,0.59
2018-01-30,1.42,,0.4627,0.6
2018-01-31,1.34,,0.4668,0.58
2018-02-01,1.42,,0.4636,0.62
2018-02-02,1.42,,0.4632,0.69
2018-02-03,1.42,,0.4632,0.69
2018-02-04,1.42,,0.4632,0.69
2018-02-05,1.42,,0.4619,0.69
2018-02-06,1.42,,0.4626,0.69
2018-02-07,1.42,,0.4618,0.69
2018-02-08,1.42,,0.4624,0.72
2018-02-09,1.42,,0.4634,0.78
2018-02-10,1.42,,0.4634,0.78
2018-02-11,1.42,,0.4634,0.78
2018-02-12,1.42,,0.463,0.77
2018-02-13,1.42,,0.4636,0.73
2018-02-14,1.42,,0.4651,0.74
2018-02-15,1.42,,0.4642,0.71
2018-02-16,1.42,,0.4637,0.66
2018-02-17,1.42,,0.4637,0.66
2018-02-18,1.42,,0.4637,0.66
2018-02-19,1.42,,0.462,0.66
2018-02-20,1.42,,0.4636,0.63
2018-02-21,1.42,,0.4629,0.68
2018-02-22,1.42,,0.4637,0.67
2018-02-23,1.42,,0.4668,0.63
2018-02-24,1.42,,0.4668,0.63
2018-02-25,1.42,,0.4668,0.63
2018-02-26,1.42,,0.4639,0.64
2018-02-27,1.42,,0.4656,0.63
2018-02-28,1.35,,0.4612,0.62
2018-03-01,1.42,,0.4646,0.59
2018-03-02,1.42,,0.4655,0.61
2018-03-03,1.42,,0.4655,0.61
2018-03-04,1.42,,0.4655,0.61
2018-03-05,1.42,,0.4643,0.64
2018-03-06,1.42,,0.4647,0.63
2018-03-07,1.42,,0.4648,0.64
2018-03-08,1.42,,0.4645,0.61
2018-03-09,1.42,,0.4627,0.63
2018-03-10,1.42,,0.4627,0.63
2018-03-11,1.42,,0.4627,0.63
2018-03-12,1.42,,0.465,0.6
2018-03-13,1.42,,0.4637,0.58
2018-03-14,1.42,,0.4637,0.55
2018-03-15,1.43,,0.4659,0.53
2018-03-16,1.43,,0.4644,0.54
2018-03-17,1.43,,0.4644,0.54
2018-03-18,1.43,,0.4644,0.54
2018-03-19,1.43,,0.4633,0.54
2018-03-20,1.44,,0.4636,0.55
2018-03-21,1.44,,0.4667,0.58
2018-03-22,1.68,,0.4634,0.54
2018-03-23,1.68,,0.468,0.54
2018-03-24,1.68,,0.468,0.54
2018-03-25,1.68,,0.468,0.54
2018-03-26,1.68,,0.4666,0.52
2018-03-27,1.68,,0.4652,0.52
2018-03-28,1.68,,0.4638,0.49
2018-03-29,1.68,,0.4435,0.47
2018-03-30,1.67,,0.4435,0.47
2018-03-31,1.67,,0.4435,0.47
2018-04-01,1.67,,0.4435,0.47
2018-04-02,1.68,,0.4435,0.48
2018-04-03,1.69,1.83,0.4652,0.51
2018-04-04,1.69,1.74,0.4624,0.51
2018-04-05,1.69,1.75,0.4653,0.53
2018-04-06,1.69,1.75,0.4666,0.5
2018-04-07,1.69,1.75,0.4666,0.5
2018-04-08,1.69,1.75,0.4666,0.5
2018-04-09,1.69,1.75,0.4651,0.49
2018-04-10,1.69,1.75,0.4666,0.48
2018-04-11,1.69,1.76,0.4633,0.47
2018-04-12,1.69,1.73,0.4637,0.49
2018-04-13,1.69,1.72,0.4657,0.45
2018-04-14,1.69,1.72,0.4657,0.45
2018-04-15,1.69,1.72,0.4657,0.45
2018-04-16,1.69,1.77,0.4659,0.44
2018-04-17,1.69,1.76,0.4664,0.41
2018-04-18,1.69,1.75,0.467,0.45
2018-04-19,1.69,1.73,0.4651,0.48
2018-04-20,1.7,1.72,0.4646,0.5
2018-04-21,1.7,1.72,0.4646,0.5
2018-04-22,1.7,1.72,0.4646,0.5
2018-04-23,1.7,1.7,0.4529,0.49
2018-04-24,1.7,1.71,0.4537,0.52
2018-04-25,1.7,1.71,0.454,0.54
2018-04-26,1.7,1.72,0.4549,0.51
2018-04-27,1.7,1.72,0.4548,0.47
2018-04-28,1.7,1.72,0.4548,0.47
2018-04-29,1.7,1.72,0.4548,0.47
2018-04-30,1.69,1.77,0.4507,0.46
2018-05-01,1.7,1.76,0.4497,0.47
2018-05-02,1.7,1.75,0.4515,0.48
2018-05-03,1.7,1.74,0.4527,0.45
2018-05-04,1.7,1.72,0.4556,0.44
2018-05-05,1.7,1.72,0.4556,0.44
2018-05-06,1.7,1.72,0.4556,0.44
2018-05-07,1.7,1.71,0.4556,0.46
2018-05-08,1.7,1.72,0.4542,0.46
2018-05-09,1.7,1.72,0.4553,0.46
2018-05-10,1.7,1.73,0.4539,0.43
2018-05-11,1.7,1.73,0.4542,0.43
2018-05-12,1.7,1.73,0.4542,0.43
2018-05-13,1.7,1.73,0.4542,0.43
2018-05-14,1.7,1.75,0.4513,0.45
2018-05-15,1.7,1.79,0.4511,0.5
2018-05-16,1.7,1.75,0.4528,0.51
2018-05-17,1.7,1.74,0.4533,0.54
2018-05-18,1.7,1.73,0.454,0.51
2018-05-19,1.7,1.73,0.454,0.51
2018-05-20,1.7,1.73,0.454,0.51
2018-05-21,1.7,1.69,0.4527,0.48
2018-05-22,1.7,1.65,0.4521,0.47
2018-05-23,1.7,1.67,0.4533,0.48
2018-05-24,1.7,1.74,0.4532,0.48
2018-05-25,1.7,1.73,0.4533,0.45
2018-05-26,1.7,1.73,0.4533,0.45
2018-05-27,1.7,1.73,0.4533,0.45
2018-05-28,1.7,1.73,0.4533,0.45
2018-05-29,1.7,1.72,0.4537,0.45
2018-05-30,1.7,1.72,0.4519,0.42
2018-05-31,1.7,1.81,0.4503,0.43
2018-06-01,1.7,1.81,0.4544,0.42
2018-06-02,1.7,1.81,0.4544,0.42
2018-06-03,1.7,1.81,0.4544,0.42
2018-06-04,1.7,1.8,0.4522,0.42
2018-06-05,1.7,1.75,0.4525,0.43
2018-06-06,1.7,1.73,0.4519,0.45
2018-06-07,1.7,1.71,0.4531,0.43
2018-06-08,1.7,1.69,0.4535,0.43
2018-06-09,1.7,1.69,0.4535,0.43
2018-06-10,1.7,1.69,0.4535,0.43
2018-06-11,1.7,1.69,0.4514,0.44
2018-06-12,1.7,1.67,0.4501,0.42
2018-06-13,1.7,1.71,0.4489,0.39
2018-06-14,1.9,1.9,0.4512,0.35
2018-06-15,1.9,1.91,0.4505,0.38
2018-06-16,1.9,1.91,0.4505,0.38
2018-06-17,1.9,1.91,0.4505,0.38
2018-06-18,1.9,1.9,0.4515,0.36
2018-06-19,1.91,1.88,0.4507,0.35
2018-06-20,1.92,1.87,0.4495,0.37
2018-06-21,1.92,1.87,0.4513,0.34
2018-06-22,1.92,1.92,0.4491,0.34
2018-06-23,1.92,1.92,0.4491,0.34
2018-06-24,1.92,1.92,0.4491,0.34
2018-06-25,1.92,1.91,0.4512,0.33
2018-06-26,1.92,1.9,0.4498,0.35
2018-06-27,1.91,1.9,0.4495,0.31
2018-06-28,1.91,1.93,0.4515,0.32
2018-06-29,1.91,2.12,0.4399,0.33
2018-06-30,1.91,2.12,0.4399,0.33
2018-07-01,1.91,2.12,0.4399,0.33
2018-07-02,1.91,2.04,0.4531,0.3
2018-07-03,1.91,2.0,0.4543,0.3
2018-07-04,1.91,2.0,0.4546,0.3
2018-07-05,1.91,1.97,0.4563,0.29
2018-07-06,1.91,1.93,0.458,0.29
2018-07-07,1.91,1.93,0.458,0.29
2018-07-08,1.91,1.93,0.458,0.29
2018-07-09,1.91,1.89,0.4567,0.29
2018-07-10,1.91,1.89,0.4549,0.28
2018-07-11,1.91,1.89,0.4544,0.27
2018-07-12,1.91,1.9,0.4563,0.25
2018-07-13,1.91,1.9,0.4565,0.24
2018-07-14,1.91,1.9,0.4565,0.24
2018-07-15,1.91,1.9,0.4565,0.24
2018-07-16,1.91,1.95,0.4552,0.26
2018-07-17,1.91,1.92,0.4541,0.24
2018-07-18,1.91,1.9,0.4543,0.28
2018-07-19,1.91,1.9,0.4538,0.24
2018-07-20,1.91,1.88,0.4557,0.29
2018-07-21,1.91,1.88,0.4557,0.29
2018-07-22,1.91,1.88,0.4557,0.29
2018-07-23,1.91,1.87,0.4537,0.32
2018-07-24,1.91,1.9,0.4548,0.32
2018-07-25,1.91,1.87,0.454,0.28
2018-07-26,1.91,1.9,0.4532,0.29
2018-07-27,1.91,1.88,0.4532,0.29
2018-07-28,1.91,1.88,0.4532,0.29
2018-07-29,1.91,1.88,0.4532,0.29
2018-07-30,1.91,1.88,0.4523,0.32
2018-07-31,1.91,1.93,0.4503,0.29
2018-08-01,1.91,1.88,0.4522,0.33
2018-08-02,1.91,1.91,0.6897,0.32
2018-08-03,1.91,1.86,0.7028,0.32
2018-08-04,1.91,1.86,0.7028,0.32
2018-08-05,1.91,1.86,0.7028,0.32
2018-08-06,1.91,1.86,0.7006,0.3
2018-08-07,1.91,1.87,0.7011,0.3
