Date,CSAD,Rm,abs_Rm,Rm_sq,D_up,D_down,N
2015-01-02,0.009039613202410184,0.007397955487057398,0.007397955487057398,5.4729745388482664e-05,1,0,44
2015-01-05,0.009525169754733852,-0.001392038971851473,0.001392038971851473,1.937772499153306e-06,0,1,44
2015-01-06,0.011664198880964167,-0.024128885723726876,0.024128885723726876,0.0005822031262686706,0,1,44
2015-01-07,0.014372221033382373,0.0039623465901928775,0.0039623465901928775,1.5700190500813124e-05,1,0,44
2015-01-08,0.01204982348700805,0.01553388205417892,0.01553388205417892,0.00024130149167314192,1,0,44
2015-01-09,0.015966383918411185,0.00448531301253955,0.00448531301253955,2.011803282045661e-05,1,0,44
2015-01-12,0.012102666326630844,0.00014500835894933205,0.00014500835894933205,2.102742416517833e-08,1,0,44
2015-01-13,0.013309406531955371,0.0016998589931889636,0.0016998589931889636,2.889520596725397e-06,1,0,44
2015-01-14,0.014821105537208092,-0.0008765010787483578,0.0008765010787483578,7.682541410470349e-07,0,1,44
2015-01-15,0.01443622944651096,0.018155354273941618,0.018155354273941618,0.0003296168888123302,1,0,44
2015-01-16,0.012994470921016433,0.006341480990380457,0.006341480990380457,4.0214381151356704e-05,1,0,44
2015-01-19,0.011955904095686403,0.00494620325688972,0.00494620325688972,2.4464926658466474e-05,1,0,44
2015-01-20,0.011312020226634169,0.009782842715344985,0.009782842715344985,9.570401159317843e-05,1,0,44
2015-01-21,0.013779908547920133,0.002099970141485001,0.002099970141485001,4.409874595128535e-06,1,0,44
2015-01-22,0.010620769401476167,0.0052044256004807055,0.0052044256004807055,2.7086045830938953e-05,1,0,44
2015-01-23,0.01397783191767491,0.010917600255099124,0.010917600255099124,0.00011919399533014045,1,0,44
2015-01-27,0.02095589305332557,0.009482581208855553,0.009482581208855553,8.991934638254044e-05,1,0,44
2015-01-28,0.0175193042972996,0.004892816621902371,0.004892816621902371,2.3939654495564132e-05,1,0,44
2015-01-29,0.014800528544267656,0.00039464351528658984,0.00039464351528658984,1.5574350415775686e-07,1,0,44
2015-01-30,0.01450951541277594,-0.009913339862913394,0.009913339862913394,9.827430723762774e-05,0,1,44
2015-02-02,0.020224596876497625,0.003521108930040387,0.003521108930040387,1.239820809721016e-05,1,0,44
2015-02-03,0.017693466574621283,-0.004242111611788023,0.004242111611788023,1.7995510926866776e-05,0,1,44
