Date,GPR,GPR_THREAT,GPR_ACT,GPR_BROAD,GPR_NARROW,GPR_RAW,GPR_THREAT_RAW,GPR_ACT_RAW,GPR_BROAD_RAW,GPR_NARROW_RAW
2018-11-01,152.90604785023848,174.30969114049256,37.71003334900997,113.74802818431766,161.0562791702691,457.0,437.0,20.0,623.0,413.0
2018-12-01,174.60037596508573,198.68881592733433,46.85374800071945,130.7494359213192,187.20234112987626,462.0,441.0,22.0,634.0,425.0
2019-01-01,192.41146725048856,221.45955154015445,41.4005408010364,143.3691022965763,202.24094457440503,550.0,531.0,21.0,751.0,496.0
2019-02-01,160.60543038922123,179.47062008944604,56.702725501708564,127.13232432588171,173.2058275444379,415.0,389.0,26.0,602.0,384.0
2019-03-01,118.27480577191842,131.546632517231,56.35268053201986,99.54080819942374,128.20588271195695,343.0,320.0,29.0,529.0,319.0
2019-04-01,107.10504944374975,120.32735191856949,36.82806430174384,98.07097569087333,115.5233365551346,295.0,278.0,18.0,495.0,273.0
2019-05-01,211.71137580179575,248.17858266241964,19.91754603563002,146.00260970032724,228.21610209662092,599.0,589.0,10.0,757.0,554.0
2019-06-01,245.6204406116215,285.7397548786821,41.817201925722784,162.78333150664741,269.4099988025785,662.0,646.0,20.0,804.0,623.0
2019-07-01,190.56712284614417,216.32527485383162,51.33395842254228,138.58825720360576,199.1765830452948,523.0,498.0,25.0,697.0,469.0
2019-08-01,262.2222422437361,297.48254071316836,71.50189459536305,183.48152153786293,288.3718409259386,744.0,708.0,36.0,954.0,702.0
2019-09-01,187.87100659450618,216.09682368166722,45.49157150008577,175.0042521306865,205.70934641082,512.0,494.0,22.0,874.0,481.0
2019-10-01,195.2837472737989,228.26733085246437,31.219463561227766,197.06916280344424,218.32496935711026,564.0,553.0,16.0,1043.0,541.0
2019-11-01,135.6144157970404,148.30468769365925,63.19217861102273,175.35235187832401,152.3431288175614,387.0,355.0,32.0,917.0,373.0
2019-12-01,121.4938527581718,134.96374413302198,46.68112783863261,139.48450349065897,132.86805491897445,308.0,287.0,21.0,648.0,289.0
2020-01-01,380.59692964066045,420.23259162408425,271.4396963430138,293.31284736649707,401.91288277872184,1043.0,966.0,132.0,1473.0,945.0
2020-02-01,125.73956013882291,133.5879487885732,77.1104435753339,114.22385622719942,134.913840093658,340.0,303.0,37.0,566.0,313.0
2020-03-01,79.40081173248834,88.34731437461225,29.829923588450335,76.34045405958335,81.5260728498696,210.0,196.0,14.0,370.0,185.0
2020-04-01,65.4140122390265,75.05906656670585,16.12750936777413,65.81428814012037,67.6640979120428,160.0,154.0,7.0,295.0,142.0
2020-05-01,104.5617187528904,120.41994873526099,20.011876153907597,85.04940940787165,105.7727564229801,265.0,256.0,9.0,395.0,230.0
2020-06-01,139.70438266146786,158.95688894872723,35.88734703252736,107.94602881893711,132.21079623227664,351.0,335.0,16.0,497.0,285.0
2020-07-01,110.24603893991053,122.23912463397797,43.445561515842634,87.71631599825302,117.26181591731184,286.0,266.0,20.0,417.0,261.0
2020-08-01,122.28540095869734,137.5048989268351,39.12968144993512,107.98913981819037,128.13841754117124,317.0,299.0,18.0,513.0,285.0
2020-09-01,123.56632694698568,140.20486788941218,38.06336041769764,98.86713699705379,131.51558920061953,311.0,296.0,17.0,456.0,284.0
2020-10-01,122.52872683134628,140.7287379559985,33.68236031804465,99.27511651175854,127.57067226793914,328.0,316.0,16.0,487.0,293.0
2020-11-01,108.49378804851926,119.05259130403252,55.581548910915714,94.63695626168854,105.37625825644025,264.0,243.0,24.0,422.0,220.0
2020-12-01,105.0252769954809,114.73068415359737,54.23334701332221,83.56964678700002,103.87687219127237,251.0,230.0,23.0,366.0,213.0
2021-01-01,93.55560561845073,105.05343617946785,30.626633758892247,90.03037704998155,96.37214424064429,241.0,227.0,14.0,425.0,213.0
2021-02-01,79.32164111270389,88.16071959180105,48.89092055070171,72.5928255579747,76.56084765546368,192.0,179.0,21.0,322.0,159.0
2021-03-01,98.82186360575125,109.29964482469919,55.05402766204116,85.29783120005409,110.79928528984992,263.0,244.0,26.0,416.0,253.0
2021-04-01,116.91821701129913,131.7728580934301,35.979324363353776,108.65819243388752,126.5035211831738,293.0,277.0,16.0,499.0,272.0
2021-05-01,118.65354181177901,126.66058104046725,74.2944983499067,96.91078802479888,122.02313841195405,306.0,274.0,34.0,458.0,270.0
2021-06-01,103.66876810033467,119.26091265645948,22.731770988992714,94.43206216916626,107.66373536699459,257.0,248.0,10.0,429.0,229.0
2021-07-01,89.19327395716631,101.7288259971447,21.75898251936218,71.00638348305748,93.60576723240311,231.0,221.0,10.0,337.0,208.0
2021-08-01,127.47431011458286,140.76592943392308,55.25833253084427,112.59181534331665,135.71632244551435,312.0,289.0,24.0,505.0,285.0
2021-09-01,128.7816170854522,140.01253904677864,66.43965056863911,113.33091082626996,132.65645952786437,284.0,259.0,26.0,458.0,251.0
