Date,EMBI_Global,EMBI_LATINO,EMBI_ARG,EMBI_BRA,EMBI_CHL,EMBI_COL,EMBI_ECU,EMBI_MEX,EMBI_PER,EMBI_PAN,EMBI_URY,EMBI_VEN
2015-01-02,4.10112,4.05839,7.25781,2.75192,1.70239,2.02311,8.87471,2.1827,1.87626,1.90205,2.13259,24.73138
2015-01-05,4.31736,4.2735,7.50299,2.91224,1.77116,2.2136,9.9378,2.32631,1.95851,2.05241,2.25574,27.76036
2015-01-06,4.46203,4.37352,7.66479,2.9976,1.78475,2.27225,10.09757,2.37482,2.01065,2.11886,2.3323,29.72303
2015-01-07,4.39299,4.29222,7.48691,2.96334,1.75566,2.20702,9.76642,2.31413,1.97353,2.10804,2.29983,28.10861
2015-01-08,4.27416,4.2183,7.3425,2.90446,1.72377,2.1534,9.46869,2.25927,1.91595,2.04048,2.25443,27.44365
2015-01-09,4.35572,4.26426,7.26157,2.94074,1.76684,2.20027,9.48874,2.29342,1.94453,2.06727,2.31573,27.9662
2015-01-12,4.46583,4.37476,7.36253,3.05683,1.78098,2.31008,9.86067,2.36933,2.02465,2.15407,2.40414,29.23656
2015-01-13,4.49292,4.40564,7.28581,3.05351,1.82158,2.34952,9.93088,2.38969,2.03794,2.17678,2.42191,30.17378
2015-01-14,4.51755,4.465,7.29921,3.07414,1.93911,2.39982,9.86332,2.42738,2.06343,2.19205,2.43336,31.67369
2015-01-15,4.54836,4.51135,7.41137,3.08519,1.99733,2.45114,9.63455,2.53711,2.12009,2.24867,2.46501,31.57526
2015-01-16,4.51756,4.49561,7.31147,3.07156,1.99452,2.41971,9.52846,2.56827,2.09371,2.22467,2.454,32.45506
2015-01-20,4.53467,4.47935,7.19815,3.02241,1.94211,2.41421,9.53295,2.55033,2.08291,2.20302,2.41125,33.69653
2015-01-21,4.50363,4.44501,7.20499,2.99742,1.89069,2.41513,9.19586,2.49727,2.05984,2.13175,2.3447,34.16085
2015-01-22,4.47647,4.39605,7.10067,2.96664,1.86837,2.37751,9.17802,2.46352,2.00478,2.07046,2.27844,33.99424
2015-01-23,4.41248,4.36698,7.25627,2.9355,1.8667,2.3043,8.97058,2.43849,1.99273,2.06118,2.27231,33.01976
2015-01-26,4.42854,4.35472,7.26406,2.93047,1.86072,2.31425,8.9343,2.42794,1.98258,2.03244,2.24746,32.7576
2015-01-27,4.43264,4.36241,7.23571,2.92019,1.87329,2.30527,9.35235,2.4151,2.04417,2.00108,2.22424,32.78695
2015-01-28,4.52506,4.43601,7.30217,3.04506,1.99144,2.38298,9.0927,2.55251,2.09964,2.08542,2.27509,32.17842
2015-01-29,4.48046,4.36791,7.27699,3.01611,1.93536,2.3188,8.99267,2.47926,2.01645,1.99275,2.16583,32.34239
2015-01-30,4.54782,4.45618,7.41655,3.31127,2.00293,2.28981,8.87366,2.51633,2.08436,2.0489,2.18042,31.73469
2015-02-02,4.48789,4.38996,7.39112,3.30827,1.9772,2.18695,8.80968,2.43003,2.04147,1.97237,2.15222,30.80648
2015-02-03,4.34507,4.26916,7.26918,3.19266,1.90754,2.11588,7.8163,2.36719,1.94562,1.85582,2.07452,29.54875
2015-02-04,4.36659,4.29774,7.27605,3.14066,1.90479,2.18296,8.05417,2.41391,1.95848,1.95413,2.13966,29.34951
2015-02-05,4.30745,4.26156,7.17722,3.0782,1.86392,2.14233,7.88272,2.3809,1.94951,1.93037,2.14304,29.12843
2015-02-06,4.19642,4.16642,7.09439,3.03126,1.78811,2.1164,7.59582,2.31308,1.87914,1.92734,2.09403,27.40786
2015-02-09,4.21618,4.16469,7.11617,3.0222,1.79648,2.12046,7.61952,2.31069,1.87118,1.9582,2.12459,26.70035
2015-02-10,4.27933,4.21472,7.11948,3.06023,1.78338,2.1767,7.74486,2.33872,1.93136,1.96934,2.17268,27.49755
2015-02-11,4.3053,4.25815,7.14872,3.15751,1.78692,2.16967,8.18673,2.35151,1.91691,1.95691,2.16818,28.74632
2015-02-12,4.22785,4.22055,7.1953,3.18644,1.76083,2.14307,7.98709,2.32901,1.88365,1.93549,2.15353,27.50718
2015-02-13,4.1228,4.11848,7.02043,3.11412,1.68471,2.06969,7.7343,2.22416,1.82885,1.83308,2.09533,26.36335
2015-02-17,4.02879,4.02725,6.85517,3.07753,1.56219,1.98838,7.68747,2.14449,1.7259,1.75669,1.99599,25.84631
2015-02-18,4.11413,4.0681,6.78738,3.11412,1.61091,2.0588,7.61792,2.20037,1.77927,1.81141,2.04271,25.48351
2015-02-19,4.08093,4.02916,6.67599,3.04756,1.54883,2.01385,7.51696,2.19087,1.71482,1.74767,1.96623,26.79958
2015-02-20,4.09634,4.01379,6.49539,3.11758,1.49921,1.97038,7.45058,2.15711,1.68163,1.72985,1.9489,27.70753
2015-02-23,4.18291,4.0695,6.25613,3.17914,1.55576,2.017,7.65254,2.22526,1.73618,1.81088,2.07881,28.38275
2015-02-24,4.205,4.08497,6.32973,3.18775,1.54638,2.04125,7.72813,2.225,1.77071,1.86283,2.15949,27.71112
2015-02-25,4.1702,4.05737,6.35378,3.27064,1.49144,2.00732,7.69601,2.18674,1.73375,1.87888,2.13118,27.27228
2015-02-26,4.10629,4.01815,6.23932,3.3388,1.45566,1.95714,7.63681,2.14218,1.69176,1.81397,2.07036,27.86873
2015-02-27,4.02327,3.94582,6.18391,3.28075,1.4377,1.98786,7.63257,2.15176,1.70367,1.80293,2.10771,27.36454
2015-03-02,3.94401,3.87058,6.04296,3.1708,1.39517,1.93988,7.58847,2.07907,1.6095,1.71853,1.99579,27.572
2015-03-03,3.91052,3.84802,5.9736,3.11423,1.37292,1.97067,7.43013,2.09334,1.59407,1.70137,1.98624,27.14934
2015-03-04,3.94715,3.87234,5.86369,3.15124,1.43211,2.01273,7.42928,2.142,1.63875,1.73217,2.01434,26.95
2015-03-05,3.97432,3.91978,5.81443,3.17091,1.49428,2.0747,7.41282,2.20916,1.67783,1.81754,2.07679,26.79561
2015-03-06,3.91912,3.89973,5.6625,3.17209,1.4664,2.08817,7.277,2.23089,1.69057,1.79035,2.04906,26.40695
2015-03-09,4.01039,3.984,5.60929,3.33844,1.48735,2.14456,7.32503,2.31017,1.74349,1.89821,2.09383,27.55056
2015-03-10,4.14698,4.11417,5.68146,3.37832,1.55692,2.25974,7.55101,2.43278,1.85439,1.99598,2.21484,29.31456
2015-03-11,4.16628,4.14038,5.80718,3.42228,1.56417,2.25836,7.63736,2.46366,1.86463,2.08983,2.24819,29.16212
2015-03-12,4.12552,4.09737,5.80318,3.35505,1.5466,2.19767,7.75157,2.36572,1.84651,2.05579,2.22053,28.89624
2015-03-13,4.21454,4.19544,5.83615,3.56644,1.58316,2.27597,7.97176,2.43117,1.92489,2.07592,2.27216,30.1266
2015-03-16,4.26391,4.25267,5.81296,3.58427,1.61817,2.34637,8.14369,2.49473,1.97562,2.16231,2.31256,30.56093
2015-03-17,4.32448,4.31689,5.86075,3.74577,1.66242,2.37927,8.44939,2.54783,2.04661,2.21672,2.36812,30.64627
2015-03-18,4.41579,4.36922,5.9789,3.75359,1.74344,2.38238,8.42081,2.57241,2.10781,2.27703,2.37869,31.03791
2015-03-19,4.24384,4.26503,5.97837,3.65936,1.64976,2.34546,8.6415,2.47228,2.01787,2.16375,2.32527,29.28577
2015-03-20,4.19498,4.23607,6.03575,3.56553,1.66945,2.32185,8.40278,2.41905,1.99861,2.19604,2.29569,27.97146
2015-03-23,4.15086,4.17636,6.01775,3.45753,1.63501,2.32176,8.43614,2.35427,1.93256,2.00442,2.23882,28.39696
2015-03-24,4.15423,4.165,6.08465,3.41056,1.61456,2.31389,8.34939,2.34624,1.92003,1.96009,2.20586,28.86058
2015-03-25,4.09264,4.13329,6.07557,3.35383,1.58003,2.27531,8.25542,2.32925,1.86795,1.9428,2.16867,29.11678
2015-03-26,4.02226,4.08356,5.94622,3.30223,1.54064,2.2258,8.24412,2.29268,1.81653,1.94222,2.13316,28.81271
2015-03-27,4.0935,4.12225,6.12309,3.34135,1.57567,2.24864,8.37364,2.31818,1.84516,1.96504,2.16839,28.4306
2015-03-30,4.07058,4.08193,6.20282,3.28994,1.56582,2.20302,8.4409,2.27215,1.78758,1.93421,2.11244,28.21286
2015-03-31,4.09656,4.10234,6.28625,3.31231,1.5753,2.21708,8.6483,2.2759,1.80786,1.9367,2.13527,29.01994
2015-04-01,4.07538,4.10101,6.27704,3.25239,1.57084,2.24629,8.68298,2.32191,1.82843,1.96224,2.17322,28.5232
2015-04-02,4.00861,4.04482,6.18052,3.18245,1.56081,2.18182,8.67783,2.25113,1.77433,1.90501,2.11729,28.40823
2015-04-06,3.97843,3.9885,6.10386,3.1155,1.54426,2.13186,8.67083,2.20149,1.71198,1.85587,2.06267,27.97369
2015-04-07,3.96732,3.99261,6.09068,3.08945,1.55956,2.17067,8.57801,2.24989,1.77125,1.90506,2.12688,27.12925
2015-04-08,3.90031,3.95267,5.88143,2.94867,1.53418,2.1668,8.56207,2.26798,1.75742,1.91419,2.14332,26.60649
2015-04-09,3.82412,3.89018,5.7417,2.8843,1.48918,2.13636,8.36149,2.23379,1.73559,1.89688,2.10839,25.72692
2015-04-10,3.81557,3.86643,5.68224,2.92483,1.49538,2.15443,8.24821,2.25331,1.76437,1.92092,2.12321,24.0492
2015-04-13,3.82231,3.8641,5.74158,2.95236,1.4909,2.15032,8.04802,2.25395,1.76991,1.90803,2.13616,23.73648
2015-04-14,3.85343,3.89012,5.83419,2.93027,1.51086,2.17341,7.87456,2.26605,1.79356,1.97126,2.16898,23.8766
2015-04-15,3.86403,3.89921,5.89633,2.96435,1.53308,2.16524,7.69471,2.25252,1.81375,1.97346,2.18441,23.89875
2015-04-16,3.88586,3.94455,6.02063,3.03946,1.55839,2.19373,7.58731,2.26989,1.85568,2.00148,2.22951,23.92681
2015-04-17,3.95838,4.02693,6.19165,3.14832,1.57617,2.25246,7.66326,2.32618,1.8954,2.09124,2.3041,24.82243
2015-04-20,3.92892,3.98226,6.17127,3.01237,1.53725,2.22821,7.49751,2.28783,1.84466,2.06848,2.22756,24.65957
2015-04-21,3.8919,3.93107,6.19632,2.94755,1.53791,2.166,7.44125,2.23886,1.79028,2.01446,2.18057,24.26932
2015-04-22,3.79325,3.84229,6.17271,2.83593,1.51177,2.10241,7.33265,2.19328,1.72164,1.95507,2.10103,23.12056
2015-04-23,3.80807,3.84843,6.19295,2.82847,1.54513,2.12086,7.15301,2.21659,1.74038,1.96609,2.11831,22.71161
2015-04-24,3.77739,3.82132,6.16272,2.84876,1.52662,2.10787,7.01185,2.20805,1.73263,1.92322,2.11903,22.00522
2015-04-27,3.78098,3.83194,6.07866,2.87664,1.51291,2.12062,7.03831,2.21931,1.74369,1.90091,2.11664,22.50073
2015-04-28,3.75544,3.80235,6.02696,2.83375,1.46223,2.0701,7.02372,2.18022,1.69898,1.83535,2.04303,23.25902
2015-04-29,3.74989,3.78576,6.04777,2.86534,1.4544,2.07977,6.90717,2.1886,1.67639,1.81415,2.03783,22.69949
2015-04-30,3.76035,3.80572,6.0331,2.96996,1.46622,2.12798,6.72461,2.23654,1.71198,1.83642,2.10129,21.99536
2015-05-01,3.7153,3.77486,5.95783,2.9981,1.42468,2.12219,6.71101,2.21532,1.69088,1.77992,2.03485,21.88177
2015-05-04,3.69071,3.74828,5.92613,2.96223,1.41085,2.07569,6.64555,2.18765,1.66645,1.77715,2.00818,21.61256
2015-05-05,3.66602,3.71059,5.80599,2.88568,1.3908,2.06088,6.43621,2.17358,1.6497,1.77422,1.9828,21.20304
2015-05-06,3.63091,3.67201,5.81221,2.8304,1.35794,1.99805,6.27245,2.14134,1.61988,1.74174,1.94299,21.2114
2015-05-07,3.70601,3.75476,6.00572,2.86988,1.41102,2.08649,6.36771,2.23252,1.6972,1.80295,2.03259,21.5879
2015-05-08,3.65789,3.71036,6.09964,2.80747,1.39219,2.04798,6.28497,2.17746,1.6544,1.80029,2.00342,20.90473
2015-05-11,3.58574,3.65956,6.05539,2.80103,1.37084,2.0046,6.13655,2.10299,1.59042,1.72856,1.93877,20.83181
2015-05-12,3.66619,3.73298,6.15678,2.86778,1.40448,2.0887,6.24769,2.18967,1.63628,1.78405,1.99092,21.06373
2015-05-13,3.61281,3.70022,6.05988,2.82475,1.40029,2.0614,6.18406,2.14943,1.63602,1.77954,1.93691,20.94696
2015-05-14,3.67782,3.74754,6.15337,2.87317,1.42492,2.09022,6.49452,2.18925,1.64499,1.80992,1.94825,21.26054
2015-05-15,3.71319,3.79372,6.25346,2.89495,1.47785,2.12044,6.69787,2.20737,1.70632,1.8328,1.99314,21.73638
2015-05-18,3.6318,3.71908,5.99355,2.78852,1.41394,2.05612,6.67302,2.11528,1.62198,1.74763,1.90348,22.24379
2015-05-19,3.67002,3.76563,5.90325,2.77627,1.45063,2.08688,6.89126,2.1323,1.62641,1.7575,1.93389,23.86483
2015-05-20,3.68274,3.76165,5.78865,2.74589,1.44047,2.07508,6.82409,2.12202,1.59829,1.77593,1.92678,24.25143
2015-05-21,3.67819,3.75231,5.77755,2.7311,1.45891,2.06721,6.84409,2.1318,1.63722,1.7836,1.93195,23.44355
2015-05-22,3.64624,3.74136,5.76474,2.7184,1.44057,2.06147,6.8272,2.11413,1.64046,1.77002,1.92569,23.59834
2015-05-26,3.74339,3.83419,5.88029,2.8332,1.48673,2.13026,7.00004,2.19416,1.69708,1.82817,1.98901,24.36614
2015-05-27,3.77691,3.86698,5.89407,2.87041,1.47645,2.16088,7.03525,2.20812,1.70309,1.83549,2.00936,25.05116
2015-05-28,3.81116,3.89874,5.9418,2.89677,1.49263,2.18885,7.38246,2.21852,1.70842,1.84653,2.02623,25.29755
2015-05-29,3.80313,3.93422,6.01339,2.97153,1.5026,2.20282,7.35133,2.25273,1.74185,1.87264,2.06772,24.82781
2015-06-01,3.77205,3.90082,5.96436,2.94068,1.48736,2.1742,7.30192,2.22302,1.69012,1.82355,2.00579,25.07882
2015-06-02,3.74057,3.86033,5.75723,2.87238,1.46297,2.13113,7.31762,2.20978,1.63893,1.78219,1.98221,25.27624
2015-06-03,3.6923,3.81259,5.57449,2.85511,1.41024,2.1219,7.40059,2.17761,1.62123,1.71018,1.91315,25.26261
2015-06-04,3.79437,3.8986,5.66495,2.91016,1.47033,2.22641,7.55194,2.2643,1.69353,1.81236,2.00492,25.52681
2015-06-05,3.76419,3.88181,5.5504,2.88908,1.42194,2.19795,7.74988,2.24729,1.66108,1.79975,1.96715,26.49398
2015-06-08,3.85373,3.9532,5.59244,2.91169,1.44166,2.24985,7.92394,2.30714,1.71573,1.84837,2.01341,27.67158
2015-06-09,3.84978,3.97174,5.6643,2.95003,1.48435,2.27612,7.80548,2.34876,1.73453,1.92305,2.04858,26.30709
2015-06-10,3.84204,3.97263,5.6714,2.95117,1.47498,2.28932,7.48416,2.37017,1.76563,1.93907,2.10847,25.7716
2015-06-11,3.90408,4.00439,5.72285,2.92605,1.51073,2.26992,7.57083,2.37901,1.79258,1.9534,2.16308,26.47648
2015-06-12,3.86266,3.97919,5.72946,2.90857,1.49753,2.26855,7.54578,2.32526,1.7939,1.91531,2.13978,26.0503
2015-06-15,3.93367,4.04216,5.80097,2.96876,1.5257,2.30231,7.68298,2.37271,1.85145,1.95976,2.17114,26.8604
2015-06-16,4.00882,4.11289,5.87521,3.02225,1.5693,2.3469,7.88424,2.43721,1.90881,2.022,2.27067,27.18692
2015-06-17,4.00689,4.13715,6.21064,3.02783,1.60124,2.36268,7.94728,2.44302,1.91339,2.03777,2.25059,26.91296
2015-06-18,3.88016,4.02251,6.2937,2.89092,1.53648,2.2286,7.84598,2.31144,1.79317,1.90414,2.09655,26.06337
2015-06-19,3.91989,4.06841,6.524,2.9777,1.57298,2.26537,7.97612,2.33259,1.85446,1.91308,2.11184,26.27755
2015-06-22,3.8123,3.97762,6.26839,2.95969,1.5376,2.22962,7.83195,2.25386,1.76055,1.80593,2.03919,25.47499
2015-06-23,3.75006,3.92257,6.1398,2.92777,1.49194,2.17228,7.80861,2.20928,1.72437,1.75351,2.00357,25.1111
2015-06-24,3.78362,3.96141,6.21301,2.95184,1.50858,2.213,7.70936,2.26239,1.7624,1.80303,2.07302,25.16083
2015-06-25,3.79257,3.97763,5.95416,3.00993,1.51469,2.24431,7.87739,2.2898,1.77948,1.82177,2.10162,25.75053
2015-06-26,3.75909,3.94175,5.89322,2.98631,1.49,2.21656,7.90897,2.24167,1.7248,1.78047,2.04778,26.12731
2015-06-29,3.9502,4.10652,6.17313,3.13685,1.60466,2.35365,8.20789,2.36976,1.85849,1.92154,2.20167,26.96626
2015-06-30,3.91756,4.06272,6.31445,3.08647,1.58213,2.32987,8.23569,2.32314,1.81991,1.87657,2.12815,26.79436
2015-07-01,3.82852,3.97609,6.24061,3.02548,1.53044,2.24449,8.26253,2.25239,1.72575,1.7937,2.05378,26.49139
2015-07-02,3.83595,3.96725,6.19447,2.98129,1.53337,2.2316,8.30739,2.24366,1.7253,1.79958,2.05279,26.4773
2015-07-06,3.96532,4.1083,6.24864,3.07968,1.61648,2.35054,8.96252,2.36472,1.86827,1.88494,2.15643,28.04749
2015-07-07,4.01572,4.14776,6.25092,3.12056,1.66045,2.41299,8.94184,2.36671,1.89008,1.92778,2.15275,29.22318
2015-07-08,4.06658,4.19372,6.35494,3.15722,1.70859,2.46616,9.08904,2.3968,1.90428,1.93871,2.17277,29.76521
2015-07-09,3.95161,4.10161,6.18361,3.08471,1.6532,2.40164,8.6483,2.32043,1.82679,1.87714,2.09688,28.74032
2015-07-10,3.83894,4.00399,5.95446,2.99083,1.58653,2.31976,8.52432,2.22634,1.7365,1.75466,2.0223,28.64814
2015-07-13,3.8379,4.01096,5.97204,2.97522,1.60083,2.29954,8.51004,2.21584,1.74932,1.76193,1.9964,29.40611
2015-07-14,3.87454,4.03208,5.90797,2.98114,1.58524,2.30804,8.62012,2.25436,1.75825,1.79536,2.02426,29.5458
2015-07-15,3.93937,4.09696,5.7671,3.06304,1.6105,2.37944,8.98546,2.32462,1.85271,1.85099,2.09997,29.61006
2015-07-16,3.91312,4.08333,5.8102,3.06464,1.58597,2.36422,8.96456,2.3259,1.85122,1.85406,2.1153,28.936
2015-07-17,3.92011,4.10532,5.84733,3.11576,1.59043,2.37488,8.95355,2.35159,1.85418,1.87605,2.11727,29.40201
2015-07-20,3.89834,4.09706,5.81652,3.1967,1.59121,2.37923,9.04375,2.34017,1.82805,1.85569,2.09349,29.00258
2015-07-21,3.92372,4.13165,5.85441,3.24072,1.6347,2.41778,9.08639,2.36384,1.86366,1.89515,2.12986,28.50945
2015-07-22,3.9486,4.1647,5.88869,3.30416,1.64403,2.472,9.26093,2.40178,1.89873,1.89903,2.14658,28.48047
2015-07-23,4.02955,4.26026,5.91219,3.47206,1.7254,2.57725,9.48362,2.49695,1.96593,1.96038,2.22933,29.04728
2015-07-24,4.07317,4.31592,5.97285,3.56483,1.87007,2.59916,9.59234,2.53989,2.00434,1.97951,2.27054,29.20709
2015-07-27,4.18506,4.41696,6.12272,3.64146,1.95026,2.68714,9.74698,2.60818,2.05903,2.05887,2.33416,30.27156
2015-07-28,4.16016,4.37697,6.10446,3.54642,1.89287,2.64609,9.79374,2.57735,2.02459,2.00717,2.30546,30.25856
2015-07-29,4.07491,4.27727,6.06084,3.43991,1.79347,2.53569,9.71065,2.46576,1.94214,1.91841,2.25568,29.52528
2015-07-30,4.05429,4.23202,6.09252,3.44326,1.75799,2.46054,9.64745,2.4183,1.91643,1.91079,2.22952,28.76308
2015-07-31,4.06676,4.25264,6.14654,3.2539,1.7911,2.49629,9.798,2.44,1.96043,1.94139,2.26526,28.29285
2015-08-03,4.13913,4.33616,6.26973,3.33469,1.81576,2.58759,9.90231,2.48528,1.99544,2.0088,2.34883,29.701
2015-08-04,4.09014,4.30637,6.07817,3.33333,1.797,2.56336,9.88453,2.45466,1.99495,1.98559,2.32102,29.69029
2015-08-05,4.0596,4.25282,5.83497,3.28459,1.77095,2.49044,9.84622,2.39638,1.97261,1.93615,2.27687,29.77498
2015-08-06,4.14265,4.35644,5.85736,3.54196,1.79665,2.59322,10.19197,2.4443,2.02764,1.98746,2.33062,30.88246
2015-08-07,4.19903,4.41283,5.9175,3.58342,1.86153,2.6455,10.42921,2.4882,2.06884,2.04762,2.38589,31.04024
2015-08-10,4.15181,4.35901,5.72347,3.51202,1.78798,2.62555,10.37887,2.46333,2.04864,1.99957,2.32189,30.92606
2015-08-11,4.25104,4.47315,5.89888,3.60652,1.86483,2.76034,10.7348,2.56173,2.11062,2.08243,2.43532,31.52034
2015-08-12,4.24995,4.4419,5.81109,3.43041,1.87025,2.68673,11.04598,2.52154,2.09502,2.05409,2.4078,31.6493
2015-08-13,4.21961,4.4143,5.7967,3.40496,1.8407,2.65441,11.06984,2.48152,2.05714,2.00467,2.35975,32.37829
2015-08-14,4.23037,4.42492,5.73858,3.37237,1.87838,2.6601,11.32342,2.50662,2.08526,2.03487,2.36975,32.78117
2015-08-17,4.27532,4.45009,5.71446,3.36455,1.86706,2.69954,11.50028,2.52906,2.11524,2.0461,2.38701,33.15494
2015-08-18,4.26607,4.44139,5.65147,3.3517,1.87565,2.6873,11.57158,2.53477,2.1503,2.01949,2.36965,33.38772
2015-08-19,4.38177,4.5511,5.71655,3.4785,1.9816,2.80688,11.93438,2.65484,2.23226,2.10446,2.46206,33.17703
2015-08-20,4.46077,4.62858,5.80247,3.57781,2.03513,2.87188,12.39827,2.73252,2.29469,2.17067,2.53654,33.14231
2015-08-21,4.54269,4.72679,5.93101,3.72778,2.12286,2.95867,12.70046,2.7982,2.36468,2.23058,2.58869,33.44332
2015-08-24,4.73787,4.92293,6.21378,3.94164,2.25337,3.09937,13.35867,2.93309,2.47422,2.37928,2.75127,34.76979
2015-08-25,4.57683,4.77925,6.08129,3.74764,2.10142,2.99364,13.15106,2.79703,2.36709,2.28672,2.63185,34.40551
2015-08-26,4.56105,4.80778,6.11812,3.81575,2.12573,3.01721,13.30718,2.84066,2.37984,2.27881,2.70699,33.69356
2015-08-27,4.38201,4.6724,5.99265,3.59383,2.05374,2.88583,13.31919,2.76284,2.30558,2.19934,2.65299,31.09071
2015-08-28,4.32662,4.60394,5.90705,3.55552,2.02208,2.82889,13.59741,2.73469,2.26987,2.17317,2.62183,30.21899
2015-08-31,4.29943,4.55398,5.84289,3.63214,2.05072,2.77292,13.43605,2.70281,2.2478,2.11951,2.56873,29.22046
2015-09-01,4.39776,4.6501,5.90316,3.81601,2.11319,2.8716,13.47694,2.75733,2.32375,2.18207,2.62319,30.16451
2015-09-02,4.40185,4.63905,5.78528,3.85651,2.07904,2.86255,13.57925,2.71365,2.31984,2.16948,2.61619,30.49454
2015-09-03,4.37873,4.62649,5.66755,3.87287,2.0286,2.88812,13.49917,2.72942,2.33997,2.17485,2.61963,29.65046
2015-09-04,4.41397,4.66125,5.61218,4.00773,2.05884,2.90704,13.61904,2.76388,2.39423,2.22911,2.68488,29.28045
2015-09-08,4.35222,4.57739,5.41992,3.93328,2.03825,2.84052,13.30119,2.68475,2.31,2.14372,2.59048,29.43867
2015-09-09,4.31436,4.53684,5.37689,3.85355,2.04302,2.79319,13.46888,2.63539,2.27458,2.11031,2.5785,28.88489
2015-09-10,4.31855,4.53584,5.27175,4.14621,2.05475,2.80808,13.34316,2.61722,2.26369,2.05701,2.53765,28.81534
2015-09-11,4.35179,4.5793,5.3137,4.1919,2.07415,2.85306,13.38195,2.65731,2.31787,2.0762,2.57682,28.85843
2015-09-14,4.36637,4.59868,5.39741,4.20622,2.08276,2.83938,13.51106,2.66089,2.31342,2.09722,2.60589,29.03762
2015-09-15,4.24215,4.48814,5.28517,4.10133,2.01277,2.7136,13.42409,2.5451,2.1765,1.98399,2.45924,29.02529
2015-09-16,4.19526,4.44626,5.369,4.07244,2.00578,2.65149,12.98504,2.50285,2.16004,1.94869,2.44301,28.59006
2015-09-17,4.2441,4.47912,5.42462,4.08725,2.06304,2.66121,12.48791,2.55147,2.19745,1.98558,2.48614,28.11983
2015-09-18,4.2594,4.53387,5.52808,4.29041,2.06623,2.67603,12.63796,2.60871,2.21023,2.00969,2.54249,28.50824
2015-09-21,4.24434,4.54839,5.46212,4.51705,2.09615,2.75414,12.83873,2.59429,2.18076,1.98839,2.51545,28.98071
2015-09-22,4.42148,4.74118,5.67934,4.80051,2.22184,2.94374,13.14339,2.73624,2.31619,2.11482,2.6777,29.86039
2015-09-23,4.4509,4.78545,5.7979,4.91587,2.24222,2.98426,13.31793,2.7662,2.31271,2.12902,2.66536,29.7384
2015-09-24,4.59646,4.93201,5.94649,4.97528,2.32296,3.11741,13.60544,2.90391,2.45004,2.21993,2.80429,30.89253
2015-09-25,4.551,4.93843,5.75173,4.96131,2.31952,3.1458,13.72113,2.97008,2.45448,2.22079,2.81812,30.80139
2015-09-28,4.75279,5.16803,5.98472,5.32699,2.47471,3.28327,14.04025,3.2212,2.61135,2.45498,3.06173,31.66732
2015-09-29,4.83124,5.20981,6.01122,5.31798,2.5357,3.29126,14.45208,3.22063,2.66088,2.49011,3.12013,31.60613
2015-09-30,4.73943,5.1518,5.90871,4.9146,2.43764,3.17882,14.51466,3.1291,2.57777,2.40716,3.04692,31.29477
2015-10-01,4.69061,5.08053,5.88836,4.6679,2.45262,3.10342,14.98367,3.05482,2.5607,2.35432,2.96147,30.32613
2015-10-02,4.69597,5.06686,5.96169,4.55586,2.50412,3.09929,14.94094,2.96823,2.48679,2.32254,2.96815,30.13416
2015-10-05,4.51909,4.89001,5.83697,4.34747,2.36718,2.90566,14.57551,2.75204,2.31185,2.10009,2.75965,30.01556
2015-10-06,4.48087,4.8651,5.83777,4.24721,2.31442,2.89023,14.38684,2.73638,2.30801,2.08236,2.74508,30.02287
2015-10-07,4.40887,4.8334,5.79307,4.3468,2.24811,2.83795,14.18495,2.74833,2.29277,2.06887,2.66805,29.41671
2015-10-08,4.37614,4.77445,5.77208,4.22876,2.18463,2.72424,14.18979,2.71614,2.23898,2.01824,2.58014,29.58469
2015-10-09,4.31915,4.71903,5.72007,4.1539,2.15125,2.69097,13.84784,2.6953,2.21879,2.00364,2.52763,28.73184
2015-10-13,4.40566,4.81865,5.83785,4.35683,2.20299,2.81063,13.85934,2.80528,2.29291,2.08566,2.6136,28.98251
2015-10-14,4.45328,4.85928,5.88055,4.4401,2.25354,2.81628,13.76989,2.82914,2.32819,2.13965,2.67181,28.82165
2015-10-15,4.35218,4.75278,5.76209,4.43089,2.20853,2.74324,13.3433,2.72839,2.25913,2.045,2.60099,28.07567
2015-10-16,4.27805,4.68377,5.58498,4.5023,2.18072,2.68104,12.88963,2.6933,2.19323,2.00574,2.60877,27.31279
2015-10-19,4.29498,4.72678,5.54422,4.67105,2.19686,2.73225,12.66475,2.74247,2.21533,2.01868,2.69399,27.75407
2015-10-20,4.30354,4.7566,5.55364,4.80564,2.20913,2.78148,12.54453,2.77783,2.24698,2.0601,2.71517,27.74625
2015-10-21,4.38134,4.80778,5.57148,4.80653,2.20684,2.89726,12.56805,2.8607,2.25456,2.08837,2.74186,28.61824
2015-10-22,4.34632,4.77938,5.52863,4.69972,2.20118,2.90291,12.22145,2.8418,2.23632,2.08594,2.74497,28.28914
2015-10-23,4.25927,4.68086,5.42361,4.56886,2.11942,2.79245,12.25365,2.74691,2.1559,2.03533,2.70353,27.62422
2015-10-26,4.25285,4.65184,5.19289,4.5082,2.11147,2.77654,12.40076,2.73164,2.15667,2.0156,2.73506,27.55261
2015-10-27,4.32903,4.71277,5.20472,4.53189,2.15741,2.84005,12.57398,2.80147,2.21421,2.07115,2.77857,28.19153
2015-10-28,4.2428,4.61461,4.95452,4.45637,2.08202,2.78528,12.31667,2.73109,2.16688,2.00542,2.72546,27.40268
