model,param,coef,se,t,p
symmetric,alpha,0.011948088450821842,0.00019596981536969374,60.96902437899416,0.0
symmetric,beta1,0.24409426998032374,0.025272865762114412,9.658353440322394,4.530875142328539e-22
symmetric,beta2,0.4457663705456428,0.37783664377331355,1.179785968067947,0.23808535177559653
asymmetric,alpha,0.01210797251033967,0.0001936802084449861,62.51528025270005,0.0
asymmetric,beta1_up,0.21510625324586996,0.03470444658344568,6.198233207051845,5.710049369875446e-10
asymmetric,beta1_dn,0.20913642115271386,0.02390293340788524,8.749403999248171,2.1448250212529243e-18
asymmetric,beta2_up,2.0570145599155927,0.9701581649098111,2.120287839980009,0.03398177851762961
asymmetric,beta2_dn,0.5081342304565818,0.31994376314061734,1.5881985804900767,0.11224144201071563
